datetime,F0,F1,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F29,F30,F31,F32,F33,F34,F35,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y,S1,S2
2010-07-28 13:00:00,2.519,1.573,1.623,4.334,1.623,242.000,-2.535,-0.521,-0.107,0.042,0.044,-0.867,-20.650,-3.406,8.489,0.463,3.960,-5.272,0.121,0.244,0.605,0.439,0.461,0.395,7.112,2.944,-3.628,-0.838,-0.454,1.060,0.919,2.854,2.854,1.008,1.016,1.061,1.224,1.188,18.438,-0.486,0.010,-0.008,0.029,1.084,1.091,1.664,1.532,0.919,0.521,2.190,2.230,2.239,2.241,2.168,2.205,2.237,2.242,7.761,0.343,2.343,-5.077,0.684,0.621,0.473,0.429,5.073,-1.197,-0.045,1.000,209.343,48.306
2010-07-28 13:30:00,2.520,1.573,1.526,4.336,1.526,-36.917,-3.602,-0.456,-0.098,0.029,0.042,-0.987,-69.818,-3.281,9.349,4.671,3.440,-4.312,0.121,0.243,0.610,0.454,0.469,0.399,8.088,3.239,-4.029,-0.904,-0.469,1.083,0.929,2.869,2.869,1.007,1.017,1.061,1.225,1.191,29.364,-0.578,-0.022,-0.018,0.025,0.492,1.083,1.634,1.539,0.915,0.522,2.191,2.230,2.241,2.241,2.168,2.205,2.236,2.243,10.373,5.797,1.968,-4.333,0.653,0.644,0.446,0.381,-3.747,-0.732,-0.133,1.000,209.147,48.238
2010-07-28 14:00:00,2.542,1.588,1.418,4.373,1.418,-5.680,-2.385,-0.492,-0.062,0.016,0.040,-1.098,-3.231,-3.262,-8.677,0.501,4.615,-3.736,0.120,0.242,0.564,0.470,0.476,0.403,14.245,5.855,-4.097,-0.949,-0.481,1.104,0.938,2.975,2.975,1.006,1.018,1.061,1.225,1.191,-9.788,-0.670,-0.053,-0.026,0.021,0.361,0.961,1.569,1.532,0.913,0.524,2.194,2.233,2.243,2.247,2.168,2.218,2.245,2.257,-11.862,0.647,2.726,-3.869,0.444,0.603,0.522,0.403,-3.382,-0.711,-0.532,1.000,209.502,47.910
2010-07-28 14:30:00,2.530,1.577,1.335,4.353,1.335,-4.160,-3.157,-0.541,-0.043,0.013,0.037,-1.177,-1.603,-3.098,-71.727,1.440,3.907,-6.027,0.119,0.241,0.586,0.476,0.480,0.405,10.280,4.188,-4.138,-1.009,-0.485,1.120,0.945,3.177,3.177,1.005,1.019,1.061,1.225,1.192,-3.465,-0.758,-0.081,-0.033,0.017,0.386,0.785,1.496,1.547,0.916,0.523,2.200,2.233,2.243,2.248,2.168,2.225,2.250,2.257,-28.658,1.416,2.087,-5.598,0.513,0.602,0.507,0.381,-3.475,-1.275,-2.186,1.000,209.343,48.093
2010-07-28 15:00:00,2.541,1.588,1.266,4.372,1.266,-3.373,-2.965,-0.642,-0.051,-0.044,0.035,-1.237,-1.518,-3.979,-8.567,-1.825,3.992,-7.521,0.118,0.241,0.603,0.483,0.482,0.408,11.213,4.593,-4.205,-1.091,-0.486,1.135,0.951,3.423,3.423,1.005,1.020,1.061,1.225,1.194,-2.167,-0.850,-0.110,-0.039,0.010,0.436,0.640,1.399,1.552,0.921,0.525,2.201,2.235,2.244,2.255,2.168,2.226,2.251,2.256,-5.142,-1.593,2.134,-5.848,0.793,0.832,0.542,0.358,-3.418,-1.000,-1.137,1.000,209.567,47.939
2010-07-28 15:30:00,2.540,1.585,1.161,4.370,1.161,-24.056,-3.837,-0.735,-0.021,-0.109,0.032,-1.318,-2.265,-3.789,29.246,1.274,4.308,-7.823,0.117,0.240,0.622,0.493,0.487,0.411,9.695,3.991,-4.275,-1.176,-0.552,1.152,0.959,3.662,3.662,1.004,1.021,1.061,1.225,1.194,-2.281,-0.949,-0.140,-0.044,0.002,0.546,0.531,1.285,1.557,0.925,0.524,2.209,2.243,2.252,2.262,2.168,2.238,2.257,2.258,30.829,3.590,2.127,-5.145,0.741,0.720,0.594,0.360,-3.008,-2.256,-0.245,1.000,210.306,48.127
2010-07-30 09:30:00,2.534,1.594,1.474,4.397,1.474,-6.541,-33.586,-0.905,-0.052,-0.101,0.030,-1.370,-3.297,-3.245,-4.112,-10.731,3.588,-9.098,0.116,0.239,0.682,0.501,0.489,0.412,9.246,3.930,-4.309,-1.215,-0.569,1.163,0.963,3.712,3.712,1.005,1.022,1.061,1.225,1.194,-2.892,-1.040,-0.156,-0.046,-0.002,0.594,0.549,1.268,1.570,0.921,0.522,2.222,2.256,2.266,2.273,2.168,2.240,2.257,2.262,-3.235,-17.835,1.492,-6.052,0.487,0.451,0.458,0.316,-1.421,-1.944,0.251,1.000,211.081,48.011
2010-07-30 10:00:00,2.518,1.588,1.604,4.368,1.604,-2.044,-407.000,-0.644,0.036,0.026,0.027,-1.397,-2.984,-2.166,-4.488,8.208,2.876,-9.144,0.115,0.238,1.037,0.515,0.489,0.410,9.493,4.334,-4.405,-1.244,-0.585,1.181,0.971,4.013,4.013,1.004,1.023,1.061,1.226,1.195,-2.313,-1.232,-0.176,-0.044,-0.006,0.868,0.645,1.160,1.617,0.930,0.525,2.222,2.264,2.270,2.273,2.168,2.244,2.257,2.259,-2.920,3.972,1.094,-5.839,0.660,0.342,0.452,0.321,-5.020,-2.500,-2.586,1.000,209.493,47.958
2010-07-30 10:30:00,2.492,1.569,1.659,4.324,1.659,2.158,6.792,-1.737,-0.016,0.014,0.024,-1.467,-2.161,-1.994,2.287,-0.574,2.423,5.424,0.114,0.237,1.078,0.525,0.492,0.407,5.069,2.683,-4.624,-1.288,-0.608,1.199,0.979,3.966,3.966,1.005,1.023,1.059,1.228,1.197,-2.057,-1.472,-0.211,-0.041,-0.008,1.497,0.791,1.191,1.654,0.970,0.530,2.222,2.253,2.253,2.245,2.168,2.252,2.266,2.268,2.975,-0.817,1.024,6.725,0.551,0.448,0.591,0.432,2.345,-2.894,-1.624,1.000,210.203,48.615
2010-07-30 11:00:00,2.501,1.575,1.212,4.339,1.212,3.245,6.163,-2.641,-0.044,-0.009,0.021,-1.613,1.553,-8.649,3.759,0.565,2.382,5.182,0.113,0.237,0.749,0.544,0.494,0.404,2.894,1.532,-5.306,-1.375,-0.644,1.211,0.985,3.153,3.153,1.003,1.023,1.059,1.226,1.197,3.907,-1.929,-0.264,-0.039,-0.011,1.010,0.856,1.068,1.665,0.972,0.529,2.222,2.249,2.249,2.241,2.168,2.254,2.268,2.278,9.671,0.707,1.156,6.485,1.006,0.525,0.538,0.492,2.251,7.492,-1.681,1.000,210.782,48.577
2010-07-30 11:30:00,2.506,1.578,1.156,4.347,1.156,3.757,5.567,-2.665,-0.058,-0.015,0.018,-1.752,0.665,5.947,3.719,-0.755,2.384,6.553,0.111,0.236,0.727,0.564,0.496,0.401,3.303,1.748,-6.435,-1.476,-0.693,1.219,0.989,2.776,2.776,1.002,1.024,1.059,1.226,1.198,1.592,-2.607,-0.323,-0.036,-0.013,0.413,0.941,0.972,1.683,0.971,0.528,2.222,2.249,2.249,2.241,2.168,2.258,2.268,2.251,5.752,-0.591,1.093,9.250,0.665,0.653,0.461,0.458,1.733,3.467,-2.422,1.000,210.903,48.519
2010-07-30 12:00:00,2.512,1.579,1.101,4.358,1.101,5.000,7.833,-2.129,-0.104,0.008,0.014,-1.888,0.857,2.236,3.427,0.725,2.459,7.874,0.110,0.235,0.705,0.577,0.499,0.401,4.090,2.165,-8.373,-1.608,-0.752,1.226,0.993,2.530,2.530,1.002,1.023,1.058,1.226,1.198,1.911,-3.619,-0.385,-0.034,-0.013,0.744,1.083,0.883,1.692,0.975,0.527,2.222,2.249,2.249,2.245,2.168,2.259,2.268,2.258,3.463,0.705,1.068,13.673,0.926,0.785,0.538,0.525,8.621,-15.839,-1.951,1.000,210.782,48.364
2010-07-30 12:30:00,2.527,1.592,0.967,4.384,0.967,-3.490,19.689,-2.130,-0.087,0.011,0.011,-1.932,3.526,1.487,4.082,0.707,2.668,8.835,0.108,0.234,0.655,0.582,0.502,0.403,8.782,4.648,-9.223,-1.695,-0.812,1.230,0.996,2.595,2.595,1.000,1.024,1.058,1.227,1.200,6.640,-4.903,-0.443,-0.035,-0.015,0.473,1.199,0.773,1.677,0.977,0.526,2.222,2.249,2.241,2.245,2.168,2.265,2.268,2.271,3.527,0.562,1.147,15.387,0.406,0.468,0.518,0.546,6.098,-2.055,-0.836,1.000,210.558,48.030
2010-07-30 13:00:00,2.520,1.589,0.941,4.372,0.941,-95.500,13.486,-2.531,-0.113,-0.009,0.008,-1.973,-2.559,1.081,3.942,-0.475,2.683,7.481,0.107,0.233,0.643,0.590,0.505,0.405,4.879,2.582,-9.789,-1.783,-0.874,1.233,0.998,2.655,2.655,1.001,1.024,1.058,1.227,1.201,-3.763,-7.360,-0.500,-0.036,-0.015,0.526,1.077,0.752,1.681,0.980,0.526,2.222,2.249,2.243,2.261,2.168,2.266,2.278,2.271,4.921,-0.160,1.123,11.628,0.507,0.985,0.526,0.518,6.061,-2.020,-0.540,1.000,211.128,48.296
2010-07-30 13:30:00,2.526,1.590,0.926,4.382,0.926,-8.545,14.921,-2.185,-0.101,-0.003,0.004,-2.055,2.929,0.723,5.100,0.281,2.658,8.106,0.105,0.232,0.626,0.599,0.510,0.409,5.658,2.994,-13.984,-1.948,-0.973,1.236,1.000,2.599,2.599,0.999,1.024,1.057,1.227,1.201,-19.714,-14.902,-0.560,-0.035,-0.017,0.899,0.595,0.770,1.683,0.983,0.526,2.222,2.249,2.243,2.257,2.168,2.266,2.269,2.267,5.100,0.339,1.196,13.621,0.834,0.920,0.503,0.438,-4.367,-1.162,-0.793,1.000,210.903,48.132
2010-07-30 14:00:00,2.477,1.561,0.683,4.295,0.683,0.432,4.303,-3.878,-0.086,0.000,0.001,-2.282,0.296,0.684,1.323,-0.855,2.100,4.298,0.103,0.231,0.519,0.596,0.513,0.413,2.076,1.099,-47.895,-2.224,-1.102,1.234,1.001,2.121,2.121,0.999,1.023,1.057,1.229,1.203,0.974,48.750,-0.643,-0.037,-0.019,0.295,0.498,0.674,1.636,0.968,0.524,2.222,2.234,2.228,2.228,2.168,2.266,2.268,2.261,1.251,-0.853,1.026,6.543,0.500,0.446,0.523,0.500,4.831,-2.205,-1.277,1.000,210.399,48.983
2010-07-30 14:30:00,2.467,1.554,0.618,4.278,0.618,0.337,3.912,-5.189,-0.063,0.063,-0.003,-2.694,-0.045,0.324,1.072,-0.768,2.005,3.712,0.101,0.230,0.506,0.576,0.512,0.422,1.796,0.951,27.324,-2.615,-1.274,1.229,1.001,1.741,1.741,0.998,1.022,1.056,1.227,1.203,0.289,9.000,-0.751,-0.038,-0.019,0.277,0.459,0.649,1.608,0.964,0.523,2.222,2.226,2.220,2.215,2.168,2.268,2.264,2.254,0.911,-0.674,0.983,4.316,0.633,0.356,0.477,0.543,4.566,-95.800,7.327,1.000,209.988,49.084
2010-07-30 15:00:00,2.481,1.562,0.619,4.303,0.619,0.179,5.839,-4.540,-0.047,0.045,-0.007,-3.171,-0.152,0.026,1.437,1.072,2.330,3.865,0.099,0.229,0.495,0.547,0.511,0.435,2.202,1.165,10.215,-3.201,-1.490,1.221,1.000,1.566,1.566,0.997,1.020,1.056,1.227,1.204,0.182,5.222,-0.865,-0.038,-0.015,0.631,0.486,0.657,1.597,0.972,0.522,2.222,2.226,2.220,2.213,2.168,2.268,2.263,2.226,1.246,0.820,1.006,4.303,0.374,0.477,0.538,0.527,4.695,-2.985,-3.992,1.000,209.857,48.775
2010-07-30 15:30:00,2.458,1.550,0.777,4.263,0.777,-1.503,3.616,-9.839,-0.004,0.113,-0.010,-3.640,-0.486,-0.166,0.389,2.668,1.776,2.858,0.097,0.228,0.530,0.535,0.515,0.452,2.004,1.044,6.019,-4.000,-1.712,1.217,1.000,1.403,1.403,0.995,1.018,1.056,1.227,1.204,-0.070,3.700,-1.017,-0.038,-0.008,2.095,0.844,0.803,1.621,0.992,0.528,2.222,2.226,2.220,2.218,2.178,2.257,2.241,2.211,0.352,2.072,1.058,3.186,0.469,0.992,0.729,0.554,3.667,5.540,-0.879,1.000,208.213,48.847
2010-08-02 09:30:00,2.499,1.574,0.827,4.333,0.827,-1.071,10.389,-4.886,-0.087,0.051,-0.012,-3.765,-0.808,-0.173,1.113,-0.193,2.351,4.735,0.096,0.227,0.505,0.545,0.517,0.463,3.353,1.772,5.943,-4.030,-1.841,1.216,1.000,1.339,1.339,0.994,1.017,1.056,1.227,1.206,-0.290,3.527,-1.088,-0.038,-0.004,2.133,0.869,0.795,1.629,0.999,0.527,2.222,2.220,2.220,2.223,2.181,2.257,2.238,2.227,1.262,0.075,1.052,4.632,0.635,0.472,0.474,0.463,-6.194,2.238,0.500,1.000,210.100,48.485
2010-08-02 10:00:00,2.473,1.556,0.784,4.288,0.784,0.093,6.228,-21.250,-0.238,-0.005,-0.015,-4.395,-2.793,-0.463,0.393,10.963,1.949,3.265,0.094,0.226,0.464,0.540,0.521,0.477,2.433,1.253,5.875,-4.220,-1.906,1.212,1.000,1.254,1.254,0.993,1.015,1.056,1.228,1.206,-0.431,3.291,-1.356,-0.046,-0.002,1.543,0.935,0.753,1.640,1.019,0.526,2.222,2.220,2.219,2.223,2.183,2.257,2.238,2.227,0.357,-5.019,1.344,2.603,0.531,0.258,0.411,0.400,-11.905,7.193,8.214,1.000,209.661,48.896
2010-08-02 10:30:00,2.459,1.549,0.593,4.264,0.593,0.158,3.933,-919.000,-0.373,-0.062,-0.018,-6.622,-0.320,-0.381,0.355,0.302,1.746,3.574,0.093,0.225,0.450,0.518,0.510,0.485,1.642,0.902,5.809,-4.590,-1.940,1.208,1.000,1.166,1.166,0.992,1.013,1.055,1.227,1.206,-0.066,2.930,-1.689,-0.057,-0.004,0.932,1.169,0.607,1.637,1.025,0.523,2.216,2.211,2.205,2.205,2.192,2.245,2.227,2.227,0.308,0.963,0.980,2.733,0.526,0.339,0.431,0.479,2.732,7.301,-3.805,1.000,210.427,49.350
2010-08-02 11:00:00,2.474,1.559,0.567,4.289,0.567,-0.194,4.508,-16.315,-0.345,-0.056,-0.022,-9.134,0.081,-0.367,0.467,10.810,1.771,3.814,0.090,0.224,0.476,0.516,0.503,0.492,1.860,1.039,5.736,-5.223,-2.013,1.205,1.001,1.130,1.130,0.992,1.011,1.054,1.227,1.207,-0.019,2.837,-1.899,-0.068,-0.006,0.694,1.448,0.643,1.604,1.031,0.521,2.216,2.211,2.205,2.205,2.195,2.245,2.227,2.216,0.494,5.186,1.015,3.076,0.411,0.496,0.441,0.621,1.931,1.298,-9.308,1.000,210.586,49.099
2010-08-02 11:30:00,2.474,1.561,0.562,4.290,0.562,-0.758,4.892,-10.920,-0.365,-0.043,-0.025,-14.772,0.061,-0.362,0.214,0.213,1.696,3.726,0.088,0.223,0.476,0.520,0.497,0.500,1.838,1.015,5.618,-6.091,-2.086,1.202,1.001,1.074,1.074,0.993,1.009,1.053,1.228,1.208,-0.107,2.728,-2.163,-0.079,-0.008,0.795,1.572,0.634,1.622,1.034,0.517,2.216,2.211,2.205,2.209,2.195,2.245,2.227,2.219,0.140,0.617,1.080,3.189,0.427,0.889,0.430,0.529,1.171,1.350,-14.448,1.000,210.203,48.997
2010-08-02 12:00:00,2.481,1.563,0.567,4.302,0.567,0.023,4.316,-11.060,-0.433,-0.059,-0.028,-36.299,0.186,-0.249,0.395,-0.772,1.661,4.197,0.086,0.222,0.487,0.521,0.494,0.501,2.127,1.196,5.509,-7.486,-2.203,1.199,1.001,1.050,1.050,0.995,1.009,1.053,1.228,1.210,-0.109,2.615,-2.462,-0.090,-0.011,0.973,1.225,0.656,1.567,1.036,0.518,2.216,2.211,2.209,2.218,2.196,2.245,2.227,2.225,0.430,-0.329,1.041,3.319,0.528,0.704,0.448,0.545,5.556,2.981,5.571,1.000,210.810,49.002
2010-08-02 12:30:00,2.510,1.581,0.581,4.351,0.581,0.781,10.902,-6.946,-0.452,-0.085,-0.031,43.836,3.737,0.092,0.769,-1.200,2.076,5.405,0.084,0.221,0.492,0.519,0.489,0.502,3.145,1.804,5.420,-10.302,-2.368,1.198,1.002,1.033,1.033,0.996,1.007,1.052,1.227,1.210,0.067,2.506,-2.835,-0.103,-0.015,1.052,0.897,0.695,1.553,1.041,0.517,2.216,2.213,2.213,2.230,2.196,2.241,2.227,2.242,0.642,-2.201,1.126,4.031,0.545,0.445,0.449,0.552,4.444,208.333,-1.779,1.000,211.389,48.581
2010-08-02 13:00:00,2.518,1.584,0.539,4.366,0.539,16.500,14.467,-4.370,-0.424,-0.063,-0.035,25.287,-0.519,0.677,0.252,0.018,2.073,5.934,0.082,0.220,0.465,0.524,0.485,0.501,4.223,2.438,5.437,-16.206,-2.537,1.199,1.004,1.024,1.024,0.999,1.006,1.053,1.228,1.210,0.114,2.509,-3.102,-0.115,-0.019,0.812,0.791,0.673,1.540,1.040,0.515,2.216,2.213,2.213,2.230,2.196,2.238,2.253,2.259,-0.930,-0.055,1.090,4.347,0.441,1.080,0.493,0.495,-2.797,-1.754,-0.198,1.000,210.819,48.287
2010-08-02 13:30:00,2.521,1.588,0.490,4.372,0.490,-4.125,271.000,-4.523,-0.365,-0.056,-0.038,25.359,-0.202,-1.653,0.204,1.099,2.144,4.654,0.080,0.219,0.463,0.531,0.484,0.500,6.824,4.022,6.420,-19.571,-2.559,1.199,1.006,1.022,1.022,1.003,1.006,1.052,1.228,1.210,-0.833,2.579,-3.435,-0.126,-0.021,0.479,0.761,0.640,1.470,1.041,0.533,2.216,2.213,2.217,2.256,2.196,2.241,2.263,2.266,-0.560,1.995,1.262,3.745,0.422,1.205,0.502,0.426,-6.054,-2.549,-0.753,1.000,210.595,48.171
2010-08-02 14:00:00,2.531,1.593,0.477,4.388,0.477,-0.000,-80.500,-4.049,-0.376,-0.047,-0.041,-153.467,-0.102,-0.453,-0.652,0.822,2.163,5.254,0.077,0.218,0.546,0.526,0.482,0.499,9.239,5.589,8.624,-22.040,-2.588,1.198,1.007,1.146,1.146,1.006,1.006,1.053,1.228,1.211,0.081,2.832,-3.571,-0.138,-0.023,0.414,0.649,0.731,1.464,1.043,0.536,2.216,2.213,2.222,2.259,2.196,2.247,2.269,2.270,-1.601,1.259,1.255,4.281,0.528,0.407,0.491,0.472,-4.761,-2.670,-1.213,1.000,210.399,47.948
2010-08-02 14:30:00,2.532,1.594,0.469,4.389,0.469,-0.522,146.667,-4.237,-0.508,-0.061,-0.044,-13.533,-0.086,-0.327,0.467,4.490,2.259,5.034,0.075,0.217,0.587,0.514,0.480,0.496,7.994,4.796,10.887,-26.810,-2.442,1.197,1.008,1.342,1.342,1.008,1.008,1.052,1.226,1.211,-0.052,3.167,-3.477,-0.153,-0.027,0.528,0.591,0.772,1.454,1.046,0.540,2.216,2.213,2.230,2.270,2.197,2.247,2.270,2.270,0.276,4.315,1.276,4.469,0.671,0.282,0.454,0.513,-7.042,18.500,-4.570,1.000,211.006,48.074
2010-08-02 15:00:00,2.521,1.589,0.481,4.371,0.481,-0.268,-69.545,-2.111,-0.507,-0.048,-0.047,-8.032,-0.087,-0.209,-0.838,-0.436,2.011,5.428,0.073,0.216,0.598,0.506,0.479,0.495,6.583,3.822,26.364,-37.533,-2.124,1.195,1.008,1.518,1.518,1.010,1.008,1.053,1.228,1.211,-0.112,3.608,-3.176,-0.170,-0.032,0.773,0.596,0.775,1.448,1.047,0.544,2.216,2.213,2.230,2.267,2.200,2.247,2.269,2.267,-0.477,-0.945,1.139,7.000,0.648,0.425,0.523,0.538,-7.042,-3.697,-1.723,1.000,210.212,48.088
2010-08-02 15:30:00,2.514,1.585,0.489,4.358,0.489,-1.600,13.421,-1.671,-0.217,-0.054,-0.050,-6.814,0.042,-0.071,-2.093,-2.169,1.722,6.304,0.070,0.215,0.507,0.497,0.478,0.495,4.474,2.502,-45.737,-10.623,-1.860,1.193,1.009,1.646,1.646,1.010,1.009,1.052,1.228,1.211,-0.291,3.995,-2.757,-0.188,-0.038,1.242,0.804,0.572,1.438,1.046,0.542,2.216,2.213,2.256,2.255,2.206,2.253,2.267,2.262,-0.969,-2.871,1.005,7.956,0.405,0.779,0.741,0.608,-3.671,-1.856,-0.778,1.000,210.156,48.219
2010-08-03 09:30:00,2.497,1.575,0.487,4.328,0.487,1.387,5.182,-3.655,-0.271,-0.075,-0.052,-7.445,0.135,-0.038,-0.972,0.052,1.360,3.472,0.069,0.214,0.466,0.497,0.477,0.497,2.698,1.481,-48.278,-10.623,-1.806,1.191,1.009,1.628,1.628,1.008,1.009,1.053,1.228,1.211,-0.578,3.863,-2.776,-0.196,-0.041,1.167,0.889,0.552,1.433,1.042,0.542,2.216,2.213,2.237,2.231,2.211,2.253,2.267,2.260,-0.949,-0.077,1.079,4.287,0.542,0.481,0.450,0.489,2.674,3.343,-0.828,1.000,210.502,48.635
2010-08-03 10:00:00,2.492,1.567,0.449,4.320,0.449,-4.560,3.593,-4.020,-0.363,-0.024,-0.054,-8.118,2.435,0.062,-0.083,0.046,1.182,3.297,0.067,0.213,0.419,0.497,0.476,0.498,2.569,1.407,-57.933,-10.426,-1.792,1.184,1.008,1.650,1.650,1.007,1.009,1.052,1.228,1.213,-9.727,3.564,-2.507,-0.207,-0.045,1.250,0.996,0.522,1.409,1.038,0.547,2.216,2.213,2.236,2.236,2.211,2.267,2.267,2.253,0.039,0.657,1.104,4.515,0.401,0.202,0.384,0.405,-7.042,-4.118,-5.161,1.000,210.726,48.775
2010-08-03 10:30:00,2.490,1.570,0.393,4.316,0.393,-0.485,3.956,-7.522,-0.340,-0.050,-0.057,-6.611,0.051,0.113,-0.741,0.742,1.262,3.250,0.064,0.212,0.336,0.499,0.474,0.498,2.231,1.222,-51.059,-9.877,-1.776,1.171,1.004,1.760,1.760,1.003,1.010,1.052,1.228,1.214,-1.016,3.490,-2.318,-0.207,-0.046,0.788,1.026,0.552,1.310,1.037,0.549,2.216,2.217,2.228,2.227,2.211,2.267,2.266,2.244,-0.625,1.634,1.159,3.594,0.291,0.356,0.386,0.480,3.401,5.607,-5.148,1.000,210.885,48.862
2010-08-03 11:00:00,2.491,1.570,0.426,4.317,0.426,-1.000,3.766,-4.494,-0.407,-0.075,-0.060,-5.873,0.044,-0.862,-1.065,1.585,1.248,4.002,0.062,0.211,0.339,0.504,0.473,0.499,2.269,1.256,-45.526,-9.367,-1.771,1.160,1.000,1.847,1.847,1.000,1.010,1.052,1.229,1.214,-0.103,3.401,-2.208,-0.208,-0.044,0.898,1.117,0.565,1.291,1.037,0.555,2.216,2.222,2.228,2.228,2.211,2.267,2.265,2.232,-0.813,1.681,1.091,3.842,0.312,0.541,0.428,0.621,2.242,3.745,55.250,1.000,211.016,48.876
2010-08-03 11:30:00,2.491,1.570,0.506,4.319,0.506,-4.591,5.756,-5.516,-0.477,-0.053,-0.063,-5.529,0.188,-0.039,-0.933,2.017,1.408,3.609,0.059,0.210,0.379,0.504,0.473,0.499,2.441,1.387,-27.000,-8.766,-1.787,1.151,0.998,1.935,1.935,0.996,1.011,1.051,1.227,1.214,-0.598,3.498,-2.135,-0.212,-0.045,1.932,1.143,0.595,1.285,1.041,0.558,2.216,2.231,2.233,2.234,2.211,2.267,2.260,2.230,-0.604,10.568,1.593,3.577,0.303,0.854,0.413,0.535,2.431,2.470,inf,1.000,211.146,48.891
2010-08-03 12:00:00,2.498,1.575,0.843,4.331,0.843,8.500,7.570,-9.031,-0.582,-0.103,-0.066,-5.982,0.509,0.136,0.204,3.584,1.787,4.002,0.056,0.208,0.498,0.505,0.471,0.501,2.038,1.154,-23.944,-8.646,-1.854,1.152,0.999,1.921,1.921,0.995,1.011,1.052,1.227,1.214,-8.231,3.720,-2.123,-0.217,-0.048,3.422,1.462,0.731,1.318,1.057,0.563,2.232,2.242,2.242,2.242,2.211,2.267,2.253,2.236,0.099,4.000,1.651,3.847,0.615,0.768,0.431,0.564,4.902,3.249,2.261,1.000,212.716,49.118
2010-08-03 12:30:00,2.494,1.569,0.714,4.323,0.714,1.226,16.167,35.375,-0.549,-0.114,-0.070,-8.051,0.589,0.262,0.297,2.618,2.130,3.035,0.054,0.207,0.533,0.509,0.469,0.501,1.790,1.021,-21.525,-10.426,-1.962,1.152,1.000,1.756,1.756,0.994,1.010,1.051,1.229,1.214,1.111,3.924,-2.250,-0.220,-0.048,1.874,1.379,0.673,1.339,1.057,0.563,2.232,2.232,2.232,2.232,2.212,2.267,2.244,2.234,0.218,2.660,2.362,3.074,0.573,0.445,0.386,0.572,4.425,2.894,-8.523,1.000,213.062,49.287
2010-08-03 13:00:00,2.474,1.559,0.597,4.288,0.597,0.969,4.249,4.118,-0.647,-0.110,-0.074,-24.078,0.558,0.362,0.272,0.542,1.578,2.344,0.051,0.206,0.613,0.500,0.463,0.503,1.435,1.000,-19.545,-14.842,-2.122,1.150,1.000,1.528,1.528,0.994,1.008,1.052,1.229,1.216,0.533,3.596,-2.720,-0.225,-0.052,0.577,1.215,0.656,1.335,1.053,0.556,2.218,2.218,2.218,2.218,2.212,2.267,2.232,2.233,0.221,0.486,1.819,2.316,0.708,0.591,0.427,0.516,-2.847,-17.833,-1.023,1.000,213.734,49.843
2010-08-03 13:30:00,2.451,1.543,0.532,4.248,0.532,0.591,3.102,2.722,-0.600,-0.102,-0.077,16.025,0.454,0.438,0.077,-0.476,1.287,1.763,0.048,0.205,0.706,0.478,0.451,0.502,1.205,0.902,-19.977,-31.389,-2.319,1.145,1.000,1.361,1.361,0.994,1.007,1.052,1.227,1.216,0.378,3.097,-3.613,-0.234,-0.053,0.533,1.119,0.664,1.319,1.042,0.550,2.207,2.207,2.207,2.207,2.215,2.267,2.230,2.227,0.097,-0.561,1.799,1.988,0.576,0.424,0.388,0.413,-7.120,9.208,4.088,1.000,212.781,50.085
2010-08-03 14:00:00,2.453,1.543,0.509,4.252,0.509,0.585,3.349,3.249,-0.617,-0.101,-0.081,5.326,0.302,0.489,0.321,3.667,1.240,1.951,0.045,0.204,0.763,0.448,0.437,0.499,1.169,0.915,-22.553,-141.750,-2.595,1.138,0.998,1.249,1.249,0.995,1.004,1.051,1.227,1.216,0.278,2.618,-5.825,-0.243,-0.056,0.566,1.052,0.672,1.284,1.039,0.552,2.206,2.206,2.206,2.203,2.215,2.265,2.236,2.214,0.341,2.097,1.774,2.075,0.648,0.291,0.372,0.426,-5.722,31.941,-2.623,1.000,212.753,50.031
2010-08-03 14:30:00,2.447,1.542,0.491,4.241,0.491,0.523,2.925,3.270,-0.694,-0.108,-0.084,3.253,0.255,0.488,0.590,-0.153,1.212,2.039,0.043,0.202,0.740,0.424,0.425,0.496,1.114,0.928,-25.176,113.600,-2.991,1.131,0.997,1.184,1.184,0.994,1.001,1.052,1.227,1.216,0.246,2.294,-14.304,-0.251,-0.060,0.638,0.956,0.664,1.280,1.037,0.552,2.199,2.199,2.199,2.194,2.215,2.262,2.234,2.202,0.527,0.088,1.556,2.031,0.840,0.184,0.346,0.461,-9.615,12.898,12.263,1.000,213.230,50.273
2010-08-03 15:00:00,2.441,1.540,0.491,4.231,0.491,0.586,2.823,3.042,-0.575,-0.088,-0.088,2.356,0.246,0.419,0.363,1.115,1.127,1.971,0.040,0.201,0.706,0.403,0.418,0.492,1.095,0.934,-30.500,17.781,-3.546,1.123,0.995,1.143,1.143,0.994,0.997,1.051,1.227,1.216,0.250,2.025,16.700,-0.256,-0.061,0.809,0.650,0.654,1.274,1.038,0.554,2.197,2.197,2.197,2.192,2.215,2.253,2.233,2.202,0.361,1.412,1.495,1.854,0.660,0.265,0.420,0.499,-10.204,11.642,-3.676,1.000,212.688,50.273
