datetime,F0,F1,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F29,F30,F31,F32,F33,F34,F35,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y,S1,S2
2010-12-03 13:30:00,1.309,3.602,2.749,1.867,0.550,0.082,2.970,-4.148,0.534,-0.787,-0.365,2.333,0.096,-0.162,-0.384,0.387,2.310,0.455,-1.279,-0.150,1.139,0.329,0.986,0.659,5.234,-8.364,1.667,1.182,1.144,7.368,7.368,1.009,1.017,0.974,0.873,0.751,-0.010,1.262,-0.944,-0.100,-0.209,0.443,0.886,0.963,0.864,1.971,1.800,1.928,1.960,1.972,1.984,1.962,1.981,1.986,1.986,-0.407,0.606,1.252,3.413,1.406,0.305,0.917,0.722,0.674,0.828,-0.872,0.000,212.641,113.881
2010-12-03 14:00:00,1.310,3.614,2.666,1.868,0.533,-0.325,2.347,-2.009,1.237,-0.722,-0.359,2.900,-0.006,-0.022,-0.565,0.376,1.761,0.352,-1.277,-0.152,1.097,0.329,0.985,0.657,5.744,-9.053,1.389,1.182,1.145,8.368,8.368,1.009,1.019,0.974,0.873,0.751,-0.050,1.272,-0.948,0.000,-0.213,0.454,0.503,0.950,0.859,1.976,1.779,1.928,1.960,1.971,1.985,1.967,1.981,1.986,1.985,-0.487,0.573,1.073,3.172,1.295,0.201,1.045,0.787,4.274,1.123,0.968,0.000,213.342,114.229
2010-12-03 14:30:00,1.307,3.599,2.477,1.864,0.495,-0.665,2.554,-1.690,2.531,-0.698,-0.353,3.784,-0.280,0.008,-0.726,0.490,1.899,0.303,-1.275,-0.154,1.073,0.328,0.988,0.657,6.342,-9.294,1.015,1.182,1.145,9.356,9.356,1.008,1.021,0.974,0.873,0.751,-0.140,1.275,-0.911,0.167,-0.216,0.422,0.516,0.941,0.836,1.973,1.751,1.928,1.960,1.979,1.979,1.963,1.981,1.986,1.987,-0.506,0.555,1.260,3.393,1.122,0.235,1.274,0.837,14.568,0.135,0.630,0.000,213.538,114.557
2010-12-03 15:00:00,1.300,3.572,2.299,1.854,0.460,-0.691,2.257,-1.199,5.224,-0.667,-0.347,4.754,-1.638,0.003,-0.688,-0.056,1.587,0.457,-1.275,-0.155,0.980,0.329,0.994,0.659,7.356,-9.600,0.878,1.181,1.145,10.006,10.006,1.006,1.021,0.974,0.873,0.750,-0.281,1.275,-0.852,0.222,-0.221,0.401,0.520,0.896,0.827,1.965,1.738,1.928,1.960,1.973,1.973,1.964,1.981,1.986,1.982,-0.459,-0.139,1.110,7.642,0.838,0.333,1.478,0.910,2.584,-0.530,0.505,0.000,213.379,115.063
2010-12-03 15:30:00,1.307,3.590,2.457,1.863,0.491,-1.411,2.935,-1.006,2.352,-0.580,-0.340,6.479,2.529,-0.118,-1.035,0.684,2.039,0.136,-1.273,-0.157,0.980,0.328,0.998,0.661,9.430,-9.769,0.816,1.181,1.146,10.772,10.772,1.005,1.022,0.975,0.873,0.750,-0.482,1.300,-0.807,0.250,-0.223,1.000,0.725,0.927,0.831,1.970,1.727,1.928,1.960,1.979,1.979,1.963,1.981,1.986,1.978,-0.819,0.491,1.287,4.984,0.624,0.239,1.344,0.803,-6.061,0.022,-0.309,0.000,214.370,115.043
2010-12-06 09:30:00,1.296,3.576,5.450,1.848,1.090,-0.619,2.597,-1.032,2.763,-0.651,-0.339,7.723,0.841,-0.155,-0.133,-4.989,2.092,0.031,-1.272,-0.157,1.054,0.327,0.997,0.662,9.538,-9.692,0.818,1.181,1.146,11.155,11.155,1.003,1.023,0.975,0.874,0.751,-0.390,1.305,-0.792,0.323,-0.225,1.433,0.849,0.952,0.835,1.968,1.725,1.928,1.962,1.978,1.978,1.945,1.982,1.982,1.963,-0.063,-3.184,2.818,3.322,1.166,0.335,1.107,0.494,-4.472,-0.439,-2.913,0.000,212.305,114.894
2010-12-06 10:00:00,1.304,3.602,4.636,1.860,0.927,-0.116,-13.429,-0.115,2.616,-0.598,-0.335,15.224,-0.185,-1.024,-0.445,2.590,-5.346,-0.965,-1.270,-0.159,1.057,0.321,0.992,0.665,10.629,-10.000,0.792,1.183,1.146,12.313,12.313,1.000,1.024,0.974,0.874,0.751,-0.335,1.385,-0.733,0.475,-0.227,1.647,0.987,0.953,0.857,1.929,1.707,1.928,1.968,1.978,1.978,1.946,1.982,1.977,1.967,-0.281,3.997,9.053,-1.479,0.887,0.229,0.933,0.494,8.621,-0.016,1.989,0.000,212.660,114.348
2010-12-06 10:30:00,1.308,3.608,3.773,1.866,0.755,0.287,-5.085,0.453,2.014,-0.516,-0.333,-224.600,0.774,0.371,-0.388,-0.654,-2.799,-2.591,-1.269,-0.160,1.019,0.312,0.984,0.667,13.000,-8.462,0.724,1.186,1.148,13.622,13.622,0.999,1.025,0.975,0.874,0.752,-0.199,1.512,-0.626,0.558,-0.228,1.203,1.053,0.917,0.864,1.898,1.697,1.928,1.972,1.978,1.974,1.946,1.982,1.976,1.985,-0.196,-1.441,20.893,-6.197,0.527,0.320,0.569,0.456,4.180,1.986,1.067,0.000,212.894,114.100
2010-12-06 11:00:00,1.305,3.608,3.943,1.862,0.789,0.904,-8.586,0.683,1.120,-0.519,-0.331,-16.679,0.091,0.368,-0.284,1.038,-4.372,-2.362,-1.267,-0.162,0.711,0.317,0.977,0.669,18.000,-7.429,0.736,1.190,1.150,13.190,13.190,0.999,1.025,0.975,0.874,0.752,0.160,1.623,-0.537,0.656,-0.228,1.479,1.374,0.759,0.859,1.872,1.719,1.928,1.976,1.978,1.982,1.948,1.982,1.976,1.987,-0.148,4.211,10.509,-4.372,0.563,0.434,0.612,0.475,-4.977,-6.733,1.645,0.000,212.894,114.358
2010-12-06 11:30:00,1.310,3.614,4.256,1.868,0.851,-0.129,-5.533,1.839,1.340,-0.510,-0.329,-11.586,0.061,0.280,-0.254,2.119,-3.146,-2.560,-1.265,-0.163,0.706,0.316,0.963,0.669,34.950,-6.200,0.750,1.195,1.153,13.101,13.101,0.998,1.024,0.976,0.875,0.752,0.540,1.768,-0.403,0.736,-0.225,2.562,1.586,0.865,0.859,1.849,1.727,1.928,1.978,1.978,1.977,1.948,1.982,1.976,1.983,-0.047,3.567,16.794,-3.620,0.898,0.293,0.450,0.579,-7.937,-2.254,1.480,0.000,213.183,114.140
2010-12-06 12:00:00,1.310,3.614,4.702,1.868,0.940,-1.171,-4.246,2.770,1.135,-0.505,-0.327,-9.830,-0.662,0.236,-0.246,-2.348,-2.538,-2.857,-1.263,-0.165,0.708,0.312,0.940,0.669,-694.000,-4.294,0.730,1.201,1.155,13.291,13.291,0.999,1.024,0.976,0.875,0.752,0.167,2.013,-0.255,0.785,-0.221,3.609,1.713,0.952,0.865,1.858,1.730,1.928,1.978,1.978,1.979,1.948,1.982,1.976,1.984,0.102,-0.887,-238.250,-3.734,0.779,0.338,0.484,0.691,-8.621,-5.570,-0.668,0.000,213.277,114.150
2010-12-06 12:30:00,1.312,3.608,4.576,1.871,0.915,-13.833,-2.118,2.584,0.733,-0.531,-0.326,-8.516,-0.328,0.026,-0.205,0.657,-1.357,-2.458,-1.261,-0.166,0.723,0.309,0.909,0.667,-25.704,-2.182,0.724,1.206,1.158,13.700,13.700,1.001,1.024,0.977,0.875,0.753,-0.825,2.544,-0.096,0.793,-0.217,2.333,1.593,1.003,0.874,1.831,1.723,1.928,1.978,1.974,1.985,1.948,1.982,1.987,1.990,0.051,0.506,-5.380,-3.260,0.676,0.381,0.450,0.619,-1.996,0.448,0.327,0.000,213.090,113.862
2010-12-06 13:00:00,1.312,3.614,4.809,1.870,0.962,1.571,-1.742,2.951,0.858,-0.533,-0.325,-8.926,-0.216,0.010,-0.190,1.197,-1.154,-2.748,-1.259,-0.168,0.769,0.305,0.879,0.666,-17.769,-0.486,0.725,1.212,1.161,10.208,10.208,1.002,1.024,0.978,0.875,0.753,15.250,3.519,0.065,0.815,-0.213,1.767,1.627,1.092,0.899,1.815,1.720,1.928,1.978,1.980,1.988,1.948,1.978,1.988,1.992,0.164,0.766,-4.546,-3.771,0.623,0.385,0.460,0.703,-2.426,-2.974,-0.250,0.000,213.155,113.961
2010-12-06 13:30:00,1.312,3.614,4.865,1.872,0.973,-25.500,-1.776,3.135,1.015,-0.449,-0.323,-8.368,-0.080,0.046,-0.108,3.038,-1.164,-2.890,-1.257,-0.169,0.786,0.312,0.845,0.664,-10.500,0.375,0.710,1.219,1.164,10.061,10.061,1.002,1.023,0.978,0.876,0.753,2.280,6.718,0.215,0.816,-0.202,2.280,1.975,1.165,0.906,1.768,1.720,1.928,1.978,1.980,1.989,1.948,1.978,1.988,1.989,0.434,-15.000,-3.315,-3.564,0.572,0.531,0.455,0.710,-0.776,-2.556,0.008,0.000,213.118,113.862
2010-12-06 14:00:00,1.310,3.614,5.052,1.868,1.010,0.600,-2.643,3.574,1.083,-0.417,-0.322,-7.663,0.021,-0.004,-0.170,0.397,-1.726,-2.998,-1.255,-0.170,0.784,0.322,0.798,0.663,-6.879,1.019,0.703,1.226,1.167,10.014,10.014,1.003,1.023,0.979,0.876,0.754,-5.600,62.625,0.374,0.814,-0.194,2.075,2.010,1.246,0.915,1.721,1.727,1.928,1.978,1.980,1.987,1.948,1.978,1.988,1.989,0.469,0.443,-7.483,-3.152,0.997,0.516,0.476,0.782,-4.196,-7.000,1.875,0.000,213.314,114.179
2010-12-06 14:30:00,1.317,3.632,5.805,1.878,1.161,-1.385,-2.746,4.217,0.827,-0.367,-0.320,-6.647,-0.784,-0.199,-0.378,4.078,-1.761,-3.910,-1.253,-0.172,0.858,0.340,0.745,0.663,-4.762,2.364,0.677,1.233,1.170,10.413,10.413,1.004,1.022,0.979,0.876,0.753,-0.806,-7.714,0.549,0.759,-0.184,3.311,2.086,1.519,0.936,1.720,1.733,1.928,1.978,1.993,1.993,1.948,1.978,1.989,1.987,0.114,1.355,-4.358,-3.269,0.939,0.617,0.463,0.834,-1.586,-2.531,0.460,0.000,214.211,114.040
2010-12-06 15:00:00,1.318,3.626,6.356,1.879,1.271,-0.369,-1.966,5.423,0.668,-0.363,-0.318,-5.167,-2.178,-0.455,-0.230,-0.918,-1.282,-4.456,-1.251,-0.173,1.051,0.357,0.658,0.663,-3.571,4.237,0.648,1.242,1.174,11.485,11.485,1.003,1.023,0.980,0.877,0.754,-0.410,-3.228,0.784,0.675,-0.175,3.136,1.736,1.890,0.969,1.686,1.733,1.928,1.981,1.997,1.997,1.948,1.978,1.990,1.996,0.742,-1.055,-3.087,-4.039,1.126,0.986,0.536,0.910,-3.757,-28.091,0.405,0.000,213.828,113.772
2010-12-06 15:30:00,1.326,3.659,7.409,1.892,1.482,-0.130,-2.006,6.012,0.694,-0.228,-0.316,-4.082,-1.569,-1.030,-0.314,-0.358,-1.276,-3.581,-1.249,-0.174,1.081,0.385,0.565,0.663,-2.747,14.438,0.621,1.249,1.178,12.940,12.940,1.004,1.023,0.981,0.878,0.754,-0.281,-1.931,1.034,0.615,-0.165,1.702,1.614,2.405,1.004,1.678,1.736,1.928,1.982,1.998,1.999,1.952,1.985,1.996,2.003,-0.022,0.060,-2.731,-3.390,0.976,0.637,0.464,0.794,-1.653,-6.838,-0.221,0.000,214.566,113.435
2010-12-07 09:30:00,1.326,3.659,11.117,1.891,2.223,-1.820,-1.505,10.182,0.758,-0.218,-0.315,-3.737,-1.238,-1.255,-0.578,-0.780,-0.973,-2.591,-1.248,-0.175,0.918,0.412,0.543,0.664,-2.725,15.600,0.621,1.254,1.180,13.981,13.981,1.003,1.023,0.981,0.878,0.754,-0.423,-1.639,1.164,0.582,-0.158,1.374,1.536,2.417,1.022,1.673,1.740,1.932,1.993,2.004,2.007,1.952,1.994,1.996,2.003,-0.840,-0.438,-1.723,-2.302,0.709,1.182,0.592,0.520,-1.191,2.225,-1.559,0.000,214.669,113.514
2010-12-07 10:00:00,1.329,3.659,5.727,1.896,1.145,-1.920,-1.571,177.200,0.474,-0.213,-0.313,-3.332,-1.252,-1.784,-0.353,1.251,-0.999,-2.544,-1.245,-0.176,0.766,0.442,0.512,0.667,-2.595,22.091,0.601,1.262,1.184,15.480,15.480,1.003,1.025,0.982,0.879,0.755,-0.658,-1.373,1.405,0.506,-0.145,0.781,1.199,2.271,1.012,1.657,1.740,1.932,1.998,2.004,2.009,1.953,1.997,1.998,2.012,-0.149,1.358,-1.110,-2.124,0.643,0.410,0.560,0.546,-3.460,5.500,1.125,0.000,214.669,113.236
2010-12-07 10:30:00,1.323,3.647,5.697,1.886,1.139,-1.906,-2.178,-8.952,0.661,-0.200,-0.311,-3.138,-0.935,-1.805,-0.052,-5.761,-1.420,-1.988,-1.243,-0.178,0.860,0.453,0.502,0.671,-2.441,85.000,0.581,1.269,1.188,16.551,16.551,1.004,1.025,0.982,0.879,0.755,-0.890,-1.269,1.756,0.447,-0.134,0.446,1.089,2.431,1.027,1.699,1.743,1.932,1.998,2.004,2.002,1.954,1.997,2.003,2.010,0.304,-5.536,-1.609,-1.619,1.044,0.317,0.561,0.489,-2.146,-0.979,0.700,0.000,214.033,113.464
2010-12-07 11:00:00,1.323,3.653,5.348,1.887,1.070,-2.394,-2.033,-9.524,0.665,-0.167,-0.309,-3.047,-0.865,-1.552,-0.147,-0.462,-1.312,-2.081,-1.241,-0.179,0.832,0.462,0.497,0.677,-2.286,-27.100,0.561,1.277,1.191,17.409,17.409,1.005,1.025,0.983,0.880,0.755,-1.140,-1.196,2.286,0.418,-0.124,0.582,1.014,2.397,1.023,1.741,1.740,1.932,1.998,2.006,2.003,1.959,1.997,2.005,2.010,0.385,-0.860,-1.422,-1.542,0.946,0.641,0.614,0.518,-1.140,-0.420,1.251,0.000,214.482,113.653
2010-12-07 11:30:00,1.324,3.643,4.901,1.888,0.980,-7.074,-2.396,-9.476,0.783,-0.071,-0.306,-2.988,-9.655,-1.448,-0.899,0.918,-1.547,-2.073,-1.238,-0.180,0.877,0.477,0.501,0.681,-2.112,-9.931,0.529,1.285,1.195,18.287,18.287,1.004,1.025,0.984,0.880,0.756,-1.681,-1.141,3.043,0.395,-0.111,0.367,0.840,2.280,1.020,1.775,1.737,1.932,2.004,2.007,2.004,1.959,1.999,2.005,2.004,-0.626,0.735,-1.662,-1.510,1.067,0.348,0.493,0.624,-1.751,-1.351,1.013,0.000,214.968,113.872
2010-12-07 12:00:00,1.324,3.643,4.610,1.888,0.922,-4.722,-2.000,-14.962,0.827,-0.133,-0.304,-2.969,5.661,-1.748,-0.865,0.345,-1.287,-2.123,-1.236,-0.181,0.896,0.493,0.503,0.685,-1.964,-5.863,0.497,1.294,1.199,18.944,18.944,1.003,1.025,0.985,0.882,0.756,-2.345,-1.092,3.701,0.382,-0.099,0.309,0.690,2.121,1.022,1.780,1.735,1.932,2.004,2.009,2.005,1.959,1.999,2.010,2.004,-0.723,0.984,-1.300,-1.402,1.048,0.477,0.526,0.746,-1.783,-1.435,-1.107,0.000,214.865,113.792
2010-12-07 12:30:00,1.334,3.686,4.054,1.902,0.811,-2.180,-1.517,-6.538,0.980,-0.146,-0.301,-2.933,-4.147,-1.800,-1.037,0.246,-0.963,-1.924,-1.233,-0.183,0.889,0.501,0.505,0.687,-1.844,-4.053,0.467,1.303,1.203,19.681,19.681,1.003,1.024,0.985,0.882,0.756,-2.630,-1.067,4.550,0.394,-0.086,0.256,0.428,2.006,1.016,1.763,1.730,1.932,2.004,2.005,2.005,1.963,2.002,2.013,2.019,-1.307,0.287,-1.199,-1.438,0.608,0.462,0.474,0.632,-1.000,-0.452,0.073,0.000,214.902,112.978
2010-12-07 13:00:00,1.349,3.708,3.428,1.923,0.686,-1.014,-1.326,-3.335,0.698,-0.156,-0.299,-2.697,-0.562,-1.125,-0.606,-0.012,-0.827,-1.673,-1.230,-0.184,0.702,0.498,0.507,0.689,-1.775,-2.971,0.428,1.307,1.205,22.454,22.454,1.004,1.025,0.987,0.882,0.757,-1.051,-1.034,6.870,0.395,-0.074,0.230,0.405,1.739,1.000,1.759,1.726,1.932,2.004,2.006,2.011,1.983,2.022,2.033,2.039,-0.708,0.025,-1.150,-1.715,0.540,0.304,0.475,0.720,-1.582,-0.611,-0.689,0.000,215.155,111.866
2010-12-07 13:30:00,1.347,3.720,3.262,1.921,0.652,-1.717,-1.713,-3.473,0.638,-0.118,-0.296,-2.464,-0.338,-0.794,-0.858,-1.131,-1.072,-1.705,-1.228,-0.185,0.614,0.494,0.511,0.689,-1.714,-2.235,0.384,1.303,1.204,26.336,26.336,1.004,1.026,0.988,0.883,0.756,-0.694,-1.017,15.625,0.383,-0.065,0.331,0.371,1.604,1.009,1.746,1.722,1.934,2.006,2.011,2.031,1.985,2.025,2.035,2.045,-1.112,-0.606,-1.578,-1.479,0.576,0.556,0.502,0.723,-1.062,-0.229,-0.778,0.000,215.669,112.283
2010-12-07 14:00:00,1.357,3.743,3.238,1.935,0.648,-0.867,-1.343,-2.584,0.543,-0.132,-0.294,-2.206,-0.276,-0.522,-0.319,-0.521,-0.835,-1.558,-1.224,-0.186,0.606,0.489,0.511,0.689,-1.588,-1.733,0.333,1.298,1.203,31.804,31.804,1.005,1.027,0.988,0.884,0.757,-0.592,-0.972,-37.400,0.365,-0.055,0.544,0.400,1.516,1.012,1.740,1.719,1.934,2.006,2.011,2.040,1.991,2.037,2.047,2.052,-0.293,-105.333,-1.204,-1.386,0.728,0.421,0.468,0.770,-1.091,-0.854,-9.400,0.000,215.575,111.409
2010-12-07 14:30:00,1.347,3.719,3.527,1.921,0.705,-0.082,-1.188,-3.053,0.710,-0.205,-0.292,-1.941,-0.157,-0.309,0.060,5.821,-0.760,-1.568,-1.222,-0.187,0.616,0.476,0.508,0.687,-1.502,-1.389,0.280,1.289,1.200,38.336,38.336,1.007,1.029,0.990,0.884,0.757,-0.366,-0.919,-9.049,0.356,-0.047,1.011,0.586,1.406,1.026,1.743,1.720,1.934,2.008,2.011,2.045,1.992,2.038,2.046,2.046,0.167,2.684,-0.968,-1.409,0.666,0.420,0.422,0.814,-1.276,-0.609,-0.254,0.000,214.398,111.618
2010-12-07 15:00:00,1.366,3.765,3.703,1.948,0.741,-0.603,-1.261,-3.168,0.359,-0.131,-0.291,-1.669,-0.007,-0.161,-0.204,0.488,-0.781,-1.805,-1.219,-0.188,0.610,0.458,0.496,0.687,-1.378,-1.090,0.233,1.274,1.194,46.645,46.645,1.008,1.031,0.990,0.885,0.757,-0.158,-0.856,-4.838,0.341,-0.041,1.192,0.750,1.302,1.040,1.765,1.721,1.934,2.011,2.016,2.050,2.013,2.061,2.061,2.061,-0.134,1.605,-0.816,-1.680,0.861,0.426,0.424,0.910,-1.730,-0.829,-0.121,0.000,215.584,110.674
2010-12-07 15:30:00,1.398,3.858,3.744,1.993,0.749,-0.235,-0.844,-1.593,0.294,-0.119,-0.289,-1.427,-0.087,-0.146,-0.010,-0.567,-0.514,-1.372,-1.217,-0.189,0.515,0.417,0.483,0.683,-1.308,-0.893,0.158,1.251,1.186,59.685,59.685,1.013,1.033,0.992,0.886,0.758,-0.150,-0.797,-2.941,0.317,-0.034,1.201,1.034,1.049,1.054,1.776,1.722,1.940,2.017,2.037,2.061,2.057,2.099,2.099,2.099,0.086,-0.599,-0.783,-1.352,0.450,0.196,0.346,0.719,-1.000,-1.087,-0.263,0.000,215.715,108.232
2010-12-08 09:30:00,1.390,3.841,2.976,1.981,0.595,-0.764,-1.050,-3.735,0.072,0.012,-0.288,-1.335,-0.174,-0.154,-0.728,-6.966,-0.641,-2.266,-1.216,-0.190,0.499,0.406,0.478,0.681,-1.304,-0.894,0.158,1.238,1.181,66.038,66.038,1.014,1.033,0.993,0.886,0.758,-0.199,-0.774,-2.630,0.307,-0.032,1.102,1.120,1.002,1.052,1.766,1.723,1.949,2.027,2.051,2.087,2.057,2.099,2.099,2.111,-0.747,-2.860,-0.778,-1.706,0.404,0.631,0.418,0.510,-0.770,-3.251,-1.302,0.000,217.388,109.731
2010-12-08 10:00:00,1.419,3.901,4.970,2.022,0.994,-0.725,-0.953,-2.248,-0.149,0.081,-0.286,-1.175,-0.315,-0.208,-0.705,-1.520,-0.574,-1.905,-1.214,-0.191,0.578,0.392,0.465,0.675,-1.284,-0.908,0.124,1.221,1.174,84.764,84.764,1.017,1.037,0.995,0.887,0.759,-0.283,-0.723,-2.101,0.264,-0.024,1.255,1.192,1.107,1.092,1.769,1.738,1.961,2.039,2.068,2.118,2.079,2.121,2.121,2.139,-0.850,-1.789,-0.709,-1.223,0.557,0.338,0.399,0.518,-1.437,-3.016,-0.235,0.000,218.285,107.934
2010-12-08 10:30:00,1.397,3.841,4.581,1.991,0.916,-0.921,-0.950,-2.650,-0.046,-0.006,-0.284,-1.093,-0.461,-0.225,-0.755,-1.063,-0.587,-1.971,-1.212,-0.192,0.475,0.405,0.460,0.674,-1.247,-0.941,0.073,1.202,1.166,99.555,99.555,1.018,1.038,0.996,0.888,0.759,-0.409,-0.679,-1.889,0.238,-0.017,1.385,1.198,1.055,1.123,1.782,1.738,1.965,2.039,2.080,2.118,2.081,2.121,2.121,2.157,-0.770,-0.334,-0.722,-1.312,0.707,0.488,0.452,0.488,-0.927,-2.438,0.110,0.000,217.621,109.324
2010-12-08 11:00:00,1.386,3.818,4.307,1.975,0.861,-0.843,-0.948,-3.593,-0.100,-0.024,-0.282,-1.018,-0.527,-0.257,-0.780,-0.585,-0.602,-2.188,-1.210,-0.193,0.474,0.413,0.454,0.672,-1.201,-0.991,0.018,1.183,1.158,116.104,116.104,1.019,1.041,0.998,0.888,0.759,-0.441,-0.638,-1.790,0.205,-0.010,0.900,1.194,1.041,1.119,1.784,1.740,1.973,2.039,2.080,2.104,2.087,2.121,2.121,2.118,-0.773,-0.725,-0.672,-1.497,0.581,0.530,0.475,0.526,-0.729,-2.423,0.322,0.000,217.332,110.059
2010-12-08 11:30:00,1.390,3.835,4.224,1.980,0.845,-0.587,-0.874,-3.760,-0.044,-0.045,-0.281,-0.950,-0.601,-0.358,-0.666,-0.880,-0.557,-2.250,-1.207,-0.194,0.464,0.411,0.445,0.670,-1.151,-1.046,-0.040,1.166,1.150,133.066,133.066,1.019,1.043,0.998,0.890,0.760,-0.386,-0.604,-1.743,0.176,-0.007,0.835,1.106,1.050,1.123,1.781,1.737,1.978,2.039,2.099,2.096,2.090,2.121,2.133,2.116,-0.761,-0.336,-0.576,-1.488,0.457,0.264,0.334,0.574,-1.000,-3.321,0.063,0.000,217.266,109.711
2010-12-08 12:00:00,1.396,3.835,4.194,1.989,0.839,-0.532,-0.822,-3.069,0.043,-0.103,-0.279,-0.878,-0.537,-0.440,-0.549,2.678,-0.526,-2.107,-1.206,-0.195,0.463,0.397,0.432,0.666,-1.101,-1.105,-0.097,1.150,1.143,154.679,154.679,1.017,1.046,1.000,0.890,0.760,-0.307,-0.568,-1.654,0.145,-0.007,0.960,1.111,1.060,1.125,1.777,1.738,1.978,2.044,2.104,2.091,2.090,2.121,2.139,2.114,-0.641,4.927,-0.525,-1.395,0.258,0.230,0.333,0.666,-1.000,-2.215,-1.105,0.000,217.173,109.185
2010-12-08 12:30:00,1.407,3.877,4.158,2.005,0.832,-0.787,-0.854,-2.932,-0.116,-0.054,-0.278,-0.826,-0.492,-0.611,-0.796,-1.305,-0.543,-2.124,-1.203,-0.196,0.463,0.389,0.420,0.662,-1.090,-1.172,-0.161,1.138,1.138,177.595,177.595,1.015,1.049,1.001,0.892,0.760,-0.313,-0.543,-1.571,0.110,-0.003,0.939,1.135,1.083,1.133,1.768,1.739,1.978,2.058,2.104,2.119,2.090,2.121,2.155,2.125,-1.028,-0.441,-0.523,-1.231,0.470,0.344,0.341,0.600,-1.000,-0.966,-0.346,0.000,218.042,108.738
2010-12-08 13:00:00,1.406,3.878,4.355,2.003,0.871,-1.919,-1.251,-3.784,-0.342,-0.004,-0.275,-0.809,-1.049,-0.922,-1.308,1.749,-0.794,-2.434,-1.201,-0.197,0.474,0.403,0.413,0.662,-1.092,-1.242,-0.234,1.135,1.136,195.976,195.976,1.010,1.051,1.003,0.893,0.761,-0.476,-0.535,-1.556,0.067,0.003,1.273,0.913,1.171,1.137,1.780,1.742,1.985,2.075,2.111,2.125,2.090,2.121,2.125,2.129,-1.362,2.395,-0.753,-1.484,0.718,0.578,0.426,0.739,-1.517,-1.353,-1.394,0.000,219.387,109.522
2010-12-08 13:30:00,1.400,3.872,4.301,1.994,0.860,-1.480,-1.216,-3.804,-0.284,0.008,-0.271,-0.802,-3.544,-1.493,-1.363,0.259,-0.781,-2.440,-1.200,-0.198,0.477,0.420,0.404,0.664,-1.035,-1.320,-0.309,1.135,1.137,210.485,210.485,1.007,1.053,1.005,0.894,0.761,-0.717,-0.527,-1.583,0.028,0.005,1.316,0.892,1.196,1.134,1.785,1.747,1.985,2.081,2.111,2.116,2.092,2.121,2.125,2.137,-1.382,0.194,-0.643,-1.442,0.647,0.729,0.365,0.737,-0.701,-1.074,-2.088,0.000,219.069,109.840
2010-12-08 14:00:00,1.406,3.872,4.556,2.003,0.911,-1.824,-1.160,-3.694,-0.222,0.014,-0.267,-0.801,9.702,-3.632,-1.068,-4.868,-0.742,-2.432,-1.197,-0.199,0.477,0.436,0.392,0.666,-0.999,-1.409,-0.402,1.138,1.138,223.609,223.609,1.005,1.054,1.006,0.894,0.762,-0.900,-0.525,-1.624,-0.007,0.010,1.587,1.102,1.242,1.147,1.783,1.753,1.986,2.088,2.112,2.117,2.093,2.121,2.125,2.127,-1.402,-5.758,-0.631,-1.370,0.476,0.647,0.298,0.796,-0.706,-1.724,100.500,0.000,219.069,109.373
2010-12-08 14:30:00,1.406,3.872,4.645,2.004,0.929,-2.271,-1.215,-3.744,-0.182,0.012,-0.263,-0.804,4.335,-10.946,-0.866,3.887,-0.780,-2.385,-1.195,-0.199,0.465,0.457,0.385,0.669,-0.987,-1.511,-0.497,1.143,1.141,238.416,238.416,1.004,1.056,1.007,0.895,0.762,-1.042,-0.525,-1.658,-0.046,0.018,2.156,1.280,1.234,1.149,1.802,1.752,1.987,2.092,2.118,2.118,2.093,2.121,2.125,2.129,-1.250,2.187,-0.705,-1.434,0.241,1.032,0.417,0.861,-1.000,-1.283,-1.616,0.000,219.172,109.383
2010-12-08 15:00:00,1.435,3.944,4.259,2.044,0.852,-1.143,-0.877,-2.631,-0.162,-0.039,-0.260,-0.801,-1.117,-12.613,-0.701,0.361,-0.551,-2.070,-1.193,-0.200,0.401,0.480,0.381,0.671,-0.969,-1.571,-0.600,1.148,1.143,259.914,259.914,1.004,1.058,1.008,0.896,0.763,-0.953,-0.522,-1.643,-0.077,0.023,0.723,1.030,1.167,1.132,1.786,1.747,1.987,2.113,2.118,2.123,2.096,2.138,2.160,2.174,-0.979,0.224,-0.604,-1.150,0.306,0.499,0.351,0.891,-1.000,-1.672,-0.948,0.000,219.238,107.278
2010-12-08 15:30:00,1.409,3.883,4.468,2.007,0.894,4.836,-1.005,-3.327,0.045,-0.082,-0.258,-0.807,-0.334,-4.537,-0.563,5.211,-0.651,-2.253,-1.191,-0.201,0.403,0.479,0.371,0.671,-1.009,-1.774,-0.744,1.151,1.144,124.180,124.180,1.005,1.057,1.010,0.898,0.763,-1.019,-0.519,-1.698,-0.099,0.023,0.877,1.093,1.227,1.152,1.782,1.747,1.987,2.113,2.118,2.134,2.101,2.140,2.167,2.167,-0.850,2.544,-0.602,-1.236,0.800,0.218,0.248,0.732,-1.859,-3.967,-1.198,0.000,218.471,108.837
