datetime,F0,F1,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F29,F30,F31,F32,F33,F34,F35,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y,S1,S2
2011-01-24 14:00:00,1.373,1.077,1.341,2.030,1.341,8.850,-0.321,-0.128,6.130,-0.030,-0.212,-0.288,-2.416,-6.750,0.074,-3.168,-0.418,-0.325,-0.244,0.303,0.591,0.435,0.587,0.574,0.249,-0.259,0.230,0.289,0.451,0.445,0.497,0.497,1.003,0.972,0.993,1.111,0.889,3.800,-0.393,-0.198,1.900,-0.069,0.633,1.066,1.562,0.837,0.828,1.093,0.850,0.838,0.845,0.847,0.887,0.840,0.846,0.849,0.027,-4.931,-0.661,-0.238,0.478,0.480,0.611,0.511,0.139,0.173,-0.437,0.000,222.209,109.482
2011-01-24 14:30:00,1.387,1.088,1.199,2.049,1.199,-1.040,-0.442,-0.067,0.554,-0.066,-0.210,-0.274,-1.923,-3.500,6.545,-0.922,-0.527,-0.212,-0.242,0.304,0.565,0.427,0.598,0.574,0.317,-0.118,0.319,0.352,0.453,0.446,0.561,0.561,1.004,0.974,0.992,1.111,0.890,-22.833,-0.360,-0.151,1.614,-0.072,0.550,0.985,1.454,0.820,0.816,1.090,0.850,0.840,0.847,0.848,0.887,0.842,0.849,0.852,-0.714,-0.575,-0.521,-0.142,0.306,0.437,0.503,0.543,-2.081,0.405,-13.846,0.000,222.816,108.726
2011-01-24 15:00:00,1.411,1.106,1.223,2.085,1.223,-1.184,-0.244,0.082,0.336,-0.131,-0.209,-0.247,-0.895,-1.265,-3.344,-1.224,-0.175,0.031,-0.240,0.306,0.417,0.436,0.610,0.575,0.497,0.057,0.409,0.458,0.456,0.447,0.706,0.706,1.005,0.976,0.992,1.110,0.890,-2.104,-0.316,-0.105,1.300,-0.083,0.712,1.002,1.453,0.833,0.821,1.094,0.850,0.846,0.852,0.854,0.887,0.855,0.861,0.864,-0.813,-1.089,0.071,-0.032,0.466,0.658,0.645,0.618,0.622,0.669,0.074,0.000,224.292,107.563
2011-01-24 15:30:00,1.416,1.112,1.246,2.092,1.246,-0.533,-0.113,0.038,0.307,-0.104,-0.209,-0.223,-0.572,-0.787,-1.827,-0.995,0.020,-0.055,-0.238,0.307,0.376,0.439,0.621,0.576,0.535,0.312,0.490,0.632,0.456,0.448,0.883,0.883,1.007,0.978,0.991,1.110,0.891,-1.194,-0.275,-0.082,1.035,-0.096,1.138,1.082,1.406,0.842,0.829,1.088,0.850,0.846,0.853,0.860,0.887,0.859,0.864,0.869,-0.804,-0.847,0.434,-0.118,0.540,0.412,0.447,0.498,-1.721,1.114,-35.833,0.000,224.199,107.154
2011-01-25 09:30:00,1.452,1.140,1.331,2.145,1.331,-0.392,-0.251,6.317,0.123,-0.195,-0.209,-0.212,-0.483,-0.671,-0.632,-0.697,-2.707,1.873,-0.237,0.308,0.393,0.441,0.618,0.574,0.905,0.319,0.490,0.632,0.455,0.447,1.083,1.083,1.010,0.980,0.991,1.110,0.891,-0.744,-0.272,-0.072,0.889,-0.103,1.169,1.037,1.410,0.847,0.829,1.087,0.850,0.850,0.858,0.875,0.887,0.879,0.885,0.892,-1.053,-0.765,343.000,0.301,0.345,0.425,0.693,0.718,0.645,1.163,-1.149,0.000,225.488,105.106
2011-01-25 10:00:00,1.434,1.125,1.120,2.119,1.120,-0.424,1.333,0.742,0.136,-0.193,-0.209,-0.186,-0.463,-0.588,-0.864,-7.117,1.188,0.733,-0.236,0.310,0.329,0.448,0.616,0.573,0.770,0.361,0.497,0.647,0.452,0.446,1.457,1.457,1.013,0.986,0.991,1.110,0.892,-0.530,-0.258,-0.048,0.718,-0.120,0.874,0.784,1.437,0.846,0.826,1.089,0.850,0.856,0.859,0.877,0.887,0.882,0.886,0.893,-1.268,-4.639,1.591,0.189,0.299,0.375,0.648,0.610,0.668,0.305,-4.594,0.000,225.077,106.233
2011-01-25 10:30:00,1.444,1.132,1.240,2.133,1.240,-0.551,0.841,1.218,0.039,-0.278,-0.211,-0.146,-0.529,-0.555,-1.054,-0.449,0.829,1.268,-0.234,0.311,0.344,0.459,0.616,0.574,0.919,0.402,0.508,0.667,0.451,0.445,1.831,1.831,1.017,0.989,0.991,1.111,0.891,-0.570,-0.233,-0.011,0.548,-0.140,0.837,0.605,1.558,0.850,0.827,1.094,0.853,0.860,0.861,0.888,0.887,0.882,0.886,0.890,-1.092,-0.699,1.152,0.394,0.376,0.503,0.675,0.653,-0.553,0.453,-3.583,0.000,225.815,105.847
2011-01-25 11:00:00,1.443,1.132,1.236,2.131,1.236,-0.486,0.218,0.713,0.044,-0.297,-0.212,-0.100,-0.557,-0.504,-0.932,-2.934,0.478,0.721,-0.232,0.313,0.354,0.464,0.617,0.575,0.818,0.431,0.537,0.659,0.450,0.445,2.219,2.219,1.021,0.994,0.991,1.110,0.891,-0.642,-0.217,0.036,0.436,-0.158,1.209,0.994,1.393,0.849,0.826,1.095,0.853,0.860,0.866,0.890,0.887,0.883,0.889,0.892,-1.258,-1.594,0.786,0.205,0.497,0.389,0.679,0.622,-1.670,-8.963,0.512,0.000,225.526,105.824
2011-01-25 11:30:00,1.444,1.132,1.193,2.133,1.193,-0.488,1.395,0.891,0.013,-0.277,-0.213,-0.051,-0.516,-0.481,-1.024,-0.917,1.449,1.006,-0.231,0.315,0.365,0.464,0.615,0.574,0.874,0.460,0.581,0.624,0.448,0.444,2.640,2.640,1.022,0.998,0.991,1.110,0.892,-0.588,-0.203,0.084,0.343,-0.190,0.771,1.052,1.404,0.842,0.824,1.097,0.853,0.860,0.878,0.889,0.887,0.883,0.892,0.891,-1.178,-1.575,1.902,0.320,0.307,0.414,0.620,0.579,-5.128,-14.926,0.357,0.000,226.039,105.964
2011-01-25 12:00:00,1.443,1.132,1.167,2.132,1.167,-0.482,0.894,0.565,0.053,-0.274,-0.215,0.019,-0.584,-0.496,-1.082,-0.613,1.156,0.611,-0.229,0.316,0.353,0.469,0.614,0.575,0.868,0.500,0.619,0.540,0.447,0.444,3.090,3.090,1.022,1.003,0.990,1.110,0.892,-0.577,-0.168,0.140,0.269,-0.234,0.707,0.928,1.406,0.840,0.826,1.097,0.853,0.860,0.880,0.889,0.887,0.884,0.893,0.890,-1.169,-0.847,2.073,0.178,0.350,0.438,0.606,0.534,-5.293,-11.243,-0.159,0.000,225.881,105.964
2011-01-25 12:30:00,1.437,1.128,1.237,2.122,1.237,-0.725,0.916,0.696,0.013,-0.346,-0.217,0.110,-0.678,-0.533,-1.695,-0.377,1.275,0.773,-0.228,0.318,0.357,0.473,0.613,0.575,0.875,0.568,0.650,0.449,0.445,0.443,3.556,3.556,1.019,1.006,0.991,1.110,0.893,-0.617,-0.105,0.200,0.217,-0.275,1.066,0.924,1.441,0.847,0.830,1.100,0.854,0.860,0.886,0.886,0.887,0.885,0.890,0.889,-1.867,-0.733,2.030,0.262,0.345,0.526,0.707,0.634,1.996,1.114,0.320,0.000,226.394,106.674
2011-01-25 13:00:00,1.445,1.134,1.172,2.134,1.172,-0.541,3.545,1.186,0.030,-0.286,-0.219,0.245,-0.766,-0.604,-1.472,-0.848,1.966,1.075,-0.226,0.320,0.360,0.478,0.613,0.576,0.897,0.726,0.691,0.359,0.443,0.442,4.084,4.084,1.016,1.011,0.991,1.110,0.894,-0.623,-0.007,0.276,0.165,-0.321,1.150,1.169,1.153,0.842,0.826,1.101,0.854,0.862,0.886,0.886,0.887,0.886,0.891,0.889,-2.042,-1.069,5.146,0.407,0.372,0.517,0.665,0.619,1.857,0.686,-0.105,0.000,226.236,105.999
2011-01-25 13:30:00,1.445,1.134,1.170,2.135,1.170,-0.520,-3.055,3.058,0.034,-0.320,-0.220,0.426,-0.846,-0.639,-1.600,7.344,2.975,1.527,-0.225,0.322,0.371,0.481,0.612,0.576,0.895,0.896,0.755,0.253,0.442,0.441,4.628,4.628,1.011,1.015,0.991,1.109,0.894,-0.606,0.124,0.376,0.124,-0.381,0.921,1.064,1.139,0.853,0.826,1.102,0.854,0.862,0.886,0.889,0.887,0.886,0.891,0.890,-2.345,8.233,8.065,0.414,0.500,0.570,0.582,0.547,1.887,1.842,0.437,0.000,226.208,105.972
2011-01-25 14:00:00,1.449,1.136,1.146,2.139,1.146,-0.351,4.120,-14.059,0.072,-0.242,-0.221,0.736,-0.637,-0.737,-0.926,-1669.000,1.565,1.558,-0.224,0.323,0.380,0.481,0.610,0.577,0.916,1.161,0.891,0.162,0.440,0.440,5.265,5.265,1.008,1.019,0.990,1.109,0.895,-0.556,0.360,0.525,0.088,-0.420,0.980,0.977,1.189,0.858,0.827,1.105,0.854,0.862,0.886,0.891,0.887,0.887,0.892,0.893,-1.561,-17.033,2.091,0.536,0.334,0.440,0.566,0.507,1.362,2.085,-0.843,0.000,225.600,105.449
2011-01-25 14:30:00,1.447,1.136,1.189,2.137,1.189,-0.524,6.070,1.445,0.228,-0.280,-0.223,1.308,-0.534,-1.102,-1.120,-1.136,2.804,1.267,-0.223,0.325,0.418,0.480,0.607,0.577,0.982,1.407,1.086,0.165,0.438,0.440,5.914,5.914,1.004,1.023,0.990,1.109,0.895,-0.512,0.769,0.704,0.075,-0.450,1.013,0.954,1.340,0.870,0.831,1.098,0.855,0.870,0.888,0.894,0.887,0.889,0.892,0.892,-1.485,-1.915,3.675,0.734,0.410,0.466,0.504,0.562,-4.519,-9.200,0.069,0.000,226.338,105.921
2011-01-25 15:00:00,1.419,1.113,0.967,2.096,0.967,4.189,0.416,0.517,0.419,-0.314,-0.225,1.770,0.502,13.727,-2.339,-0.188,0.892,0.633,-0.222,0.327,0.360,0.480,0.607,0.579,0.685,1.693,1.249,0.351,0.438,0.439,6.013,6.013,1.002,1.024,0.990,1.109,0.895,-0.643,1.178,0.851,0.078,-0.475,0.572,0.827,1.132,0.847,0.820,1.085,0.855,0.877,0.877,0.877,0.887,0.892,0.892,0.891,-2.161,-0.172,1.487,0.341,0.360,0.655,0.640,0.646,1.819,1.142,0.630,0.000,225.740,107.708
2011-01-25 15:30:00,1.403,1.102,0.934,2.071,0.934,0.371,0.260,0.403,0.651,-0.458,-0.229,1.543,0.025,0.255,-4.486,-0.473,0.633,0.495,-0.221,0.329,0.320,0.478,0.607,0.580,0.606,1.686,1.333,0.319,0.435,0.438,4.687,4.687,0.998,1.024,0.990,1.109,0.895,3.250,1.102,0.910,0.084,-0.522,0.524,0.821,1.048,0.831,0.816,1.079,0.855,0.868,0.868,0.866,0.887,0.897,0.892,0.889,-4.572,-0.859,1.269,0.309,0.266,0.410,0.445,0.509,1.740,1.685,1.199,0.000,225.899,109.069
2011-01-26 09:30:00,1.402,1.100,0.729,2.070,0.729,0.031,0.292,0.468,0.702,-0.320,-0.231,1.231,0.012,0.157,-2.097,-0.767,0.685,0.567,-0.221,0.330,0.326,0.473,0.604,0.578,0.616,1.692,1.338,0.316,0.432,0.437,3.712,3.712,0.997,1.023,0.990,1.109,0.896,0.383,0.862,0.863,0.092,-0.551,0.532,0.868,1.025,0.828,0.814,1.079,0.855,0.865,0.865,0.863,0.887,0.890,0.892,0.874,-1.429,-0.740,1.015,0.339,0.327,0.359,0.629,0.666,0.969,1.733,0.004,0.000,225.778,109.069
2011-01-26 10:00:00,1.410,1.107,0.651,2.081,0.651,0.194,0.379,0.710,0.572,-0.268,-0.237,0.978,-0.012,0.029,-1.888,-1.973,0.858,0.891,-0.220,0.332,0.364,0.469,0.602,0.577,0.627,1.672,1.341,0.312,0.428,0.435,2.974,2.974,0.994,1.022,0.989,1.107,0.896,0.157,0.683,0.829,0.114,-0.557,0.899,0.827,1.001,0.821,0.810,1.078,0.855,0.865,0.865,0.863,0.887,0.892,0.892,0.868,-1.336,-4.302,1.033,0.459,0.428,0.344,0.628,0.596,0.979,1.038,-0.681,0.000,226.226,108.702
2011-01-26 10:30:00,1.421,1.115,0.798,2.098,0.798,0.128,0.488,0.845,0.910,-0.353,-0.244,0.824,0.011,0.015,-1.883,-1.093,1.075,1.028,-0.219,0.334,0.333,0.463,0.600,0.576,0.730,1.665,1.352,0.326,0.423,0.432,2.574,2.574,0.992,1.021,0.988,1.108,0.896,0.088,0.623,0.825,0.142,-0.562,0.994,0.857,0.970,0.820,0.808,1.081,0.855,0.865,0.865,0.866,0.887,0.892,0.892,0.874,-1.369,-1.236,1.274,0.534,0.262,0.395,0.654,0.638,0.397,1.111,-1.776,0.000,226.451,107.918
2011-01-26 11:00:00,1.431,1.122,0.771,2.113,0.771,0.258,0.427,1.834,0.389,-0.308,-0.250,0.745,0.131,0.035,-1.264,-0.037,0.965,1.709,-0.219,0.335,0.315,0.456,0.599,0.575,0.786,1.642,1.362,0.324,0.419,0.430,2.359,2.359,0.990,1.020,0.989,1.108,0.896,0.101,0.608,0.844,0.173,-0.560,1.110,0.865,0.950,0.834,0.805,1.059,0.855,0.865,0.865,0.871,0.885,0.892,0.892,0.881,-0.833,0.079,1.145,0.943,0.236,0.330,0.669,0.618,2.393,11.629,0.124,0.000,226.320,107.107
2011-01-26 11:30:00,1.423,1.115,0.983,2.100,0.983,-0.080,0.449,1.102,0.837,-0.303,-0.256,0.684,0.101,-0.006,-1.059,3.645,1.023,1.188,-0.219,0.337,0.314,0.452,0.598,0.575,0.707,1.590,1.366,0.336,0.414,0.427,2.202,2.202,0.989,1.018,0.988,1.108,0.897,0.138,0.586,0.885,0.225,-0.571,1.539,0.822,1.020,0.860,0.809,1.044,0.855,0.865,0.864,0.875,0.885,0.892,0.880,0.881,-0.800,2.510,1.340,0.801,0.370,0.369,0.608,0.571,1.364,9.054,5.200,0.000,225.750,107.481
2011-01-26 12:00:00,1.429,1.120,1.035,2.109,1.035,0.156,0.538,1.332,0.598,-0.324,-0.263,0.636,-0.063,0.006,-1.201,-64.000,1.206,1.420,-0.218,0.339,0.314,0.448,0.597,0.575,0.774,1.519,1.361,0.358,0.410,0.425,2.090,2.090,0.992,1.018,0.988,1.107,0.897,0.086,0.576,0.941,0.280,-0.582,2.308,1.155,1.033,0.866,0.807,1.047,0.855,0.865,0.864,0.879,0.885,0.892,0.880,0.881,-0.983,5.550,1.552,0.906,0.287,0.379,0.591,0.531,3.367,17.758,-1.212,0.000,226.385,107.318
2011-01-26 12:30:00,1.424,1.117,1.043,2.102,1.043,-0.142,0.457,1.047,1.858,-0.342,-0.270,0.589,0.299,0.013,-1.327,-7.740,1.055,1.194,-0.218,0.341,0.307,0.445,0.596,0.574,0.742,1.482,1.377,0.401,0.405,0.423,1.972,1.972,0.995,1.018,0.988,1.107,0.898,0.067,0.560,0.974,0.348,-0.576,1.444,1.249,0.996,0.881,0.811,1.035,0.855,0.865,0.866,0.879,0.885,0.892,0.880,0.880,-0.771,-6.016,1.207,0.799,0.351,0.517,0.684,0.629,0.678,0.840,0.347,0.000,226.095,107.555
2011-01-26 13:00:00,1.422,1.116,0.975,2.100,0.975,0.007,0.417,0.951,-6.879,-0.348,-0.277,0.533,0.208,0.212,-1.431,-2.373,0.985,1.182,-0.218,0.343,0.301,0.442,0.593,0.573,0.721,1.409,1.364,0.425,0.401,0.420,1.842,1.842,0.998,1.017,0.987,1.107,0.898,0.030,0.531,0.980,0.459,-0.593,0.864,1.302,0.992,0.873,0.809,1.035,0.855,0.865,0.871,0.875,0.882,0.892,0.881,0.880,-0.645,-7.059,1.088,0.884,0.211,0.503,0.629,0.618,1.433,1.019,0.347,0.000,226.264,107.762
2011-01-26 13:30:00,1.428,1.120,0.955,2.108,0.955,0.224,0.611,1.074,6.469,-0.382,-0.284,0.488,0.310,2.000,-1.784,-26.264,1.380,1.296,-0.218,0.345,0.309,0.439,0.590,0.573,0.780,1.393,1.371,0.487,0.397,0.418,1.718,1.718,1.000,1.015,0.987,1.107,0.898,0.062,0.512,0.949,0.620,-0.598,0.785,1.264,0.963,0.874,0.807,1.037,0.856,0.866,0.873,0.873,0.882,0.892,0.881,0.877,-0.832,-9.796,1.403,0.864,0.296,0.510,0.558,0.541,1.445,1.456,0.980,0.000,227.161,107.747
2011-01-26 14:00:00,1.424,1.116,1.035,2.102,1.035,0.204,0.577,0.818,1.613,-0.425,-0.292,0.453,1.057,-0.730,-1.539,-6.052,1.325,1.024,-0.218,0.347,0.312,0.433,0.587,0.573,0.781,1.379,1.355,0.548,0.393,0.416,1.615,1.615,1.002,1.014,0.987,1.107,0.898,0.148,0.505,0.919,0.869,-0.620,1.439,1.474,0.998,0.883,0.813,1.043,0.856,0.866,0.873,0.873,0.880,0.891,0.881,0.877,-0.587,-6.494,1.497,0.706,0.354,0.321,0.530,0.503,1.258,1.445,-0.098,0.000,226.806,107.910
2011-01-26 14:30:00,1.425,1.118,1.085,2.104,1.085,-0.012,0.594,1.023,0.925,-0.326,-0.300,0.416,17.000,-0.547,-1.347,5.019,1.376,1.031,-0.218,0.349,0.291,0.428,0.585,0.572,0.727,1.302,1.329,0.554,0.390,0.414,1.520,1.520,1.002,1.013,0.987,1.107,0.898,0.126,0.494,0.895,1.200,-0.630,2.293,1.364,0.982,0.891,0.817,1.041,0.856,0.866,0.873,0.877,0.880,0.889,0.880,0.878,-0.691,3.691,1.489,0.606,0.252,0.413,0.493,0.556,1.745,4.298,-0.048,0.000,226.292,107.555
2011-01-26 15:00:00,1.423,1.117,1.114,2.101,1.114,0.242,0.517,0.546,1.650,-0.275,-0.307,0.405,0.037,-0.493,-0.540,3.904,1.233,0.462,-0.219,0.351,0.328,0.424,0.585,0.572,0.703,1.294,1.360,0.570,0.388,0.413,1.502,1.502,1.003,1.013,0.987,1.107,0.898,0.063,0.499,0.896,1.606,-0.624,1.612,1.139,1.179,0.897,0.819,1.040,0.856,0.866,0.873,0.875,0.880,0.880,0.878,0.878,-0.350,4.135,1.505,0.213,0.423,0.655,0.638,0.649,2.017,1.157,0.425,0.000,225.526,107.337
2011-01-26 15:30:00,1.421,1.115,1.289,2.097,1.289,0.006,0.533,0.540,2.161,-0.284,-0.314,0.412,0.932,-1.944,4.298,-2.639,1.263,0.429,-0.219,0.353,0.517,0.419,0.584,0.572,0.639,1.274,1.374,0.606,0.388,0.413,1.524,1.524,1.000,1.013,0.987,1.107,0.898,0.426,0.513,0.916,1.964,-0.604,1.972,1.241,1.420,0.908,0.835,1.054,0.856,0.866,0.873,0.877,0.876,0.878,0.876,0.876,3.808,-0.710,1.398,0.140,0.715,0.277,0.437,0.509,1.475,2.763,3.319,0.000,225.881,107.723
2011-01-27 09:30:00,1.426,1.119,1.096,2.105,1.096,-0.034,1.077,0.373,0.647,-0.259,-0.317,0.427,1.282,1.750,-0.161,-2.145,2.325,0.333,-0.219,0.354,0.545,0.415,0.584,0.571,0.734,1.277,1.370,0.603,0.388,0.413,1.572,1.572,1.000,1.014,0.986,1.106,0.898,0.156,0.534,0.919,1.897,-0.598,1.761,1.229,1.418,0.911,0.833,1.054,0.856,0.869,0.873,0.875,0.876,0.878,0.876,0.876,-0.116,-2.111,2.936,0.131,0.614,0.331,0.627,0.647,3.650,2.200,0.015,0.000,225.918,107.325
2011-01-27 10:00:00,1.426,1.119,1.394,2.105,1.394,0.127,2.383,0.259,0.451,-0.271,-0.324,0.457,1.000,-0.235,-0.124,-1.850,4.226,0.112,-0.220,0.357,0.549,0.412,0.584,0.570,0.721,1.305,1.367,0.574,0.389,0.413,1.655,1.655,1.000,1.015,0.986,1.106,0.899,0.050,0.582,0.890,1.897,-0.598,1.178,1.325,1.535,0.924,0.830,1.054,0.856,0.873,0.877,0.876,0.876,0.878,0.876,0.876,1.245,-1.954,5.045,-0.049,0.574,0.330,0.615,0.574,1.377,-0.011,-1.389,0.000,225.787,107.259
2011-01-27 10:30:00,1.431,1.123,1.816,2.112,1.816,0.276,-5.090,-0.031,0.623,-0.249,-0.329,0.484,0.299,1.917,-0.989,0.545,59.842,-0.243,-0.220,0.359,0.545,0.413,0.582,0.567,0.772,1.332,1.341,0.529,0.390,0.414,1.708,1.708,0.999,1.016,0.987,1.106,0.899,0.041,0.642,0.802,1.719,-0.588,1.460,1.397,1.600,0.960,0.835,1.058,0.856,0.873,0.876,0.878,0.876,0.880,0.880,0.883,0.016,0.064,45.308,-0.306,0.753,0.471,0.622,0.609,0.226,0.101,-4.414,0.000,225.787,106.916
2011-01-27 11:00:00,1.439,1.130,2.078,2.124,2.078,0.034,-1.456,0.020,0.372,-0.321,-0.333,0.506,0.109,0.604,-0.027,-0.878,-6.376,-0.162,-0.220,0.361,0.598,0.421,0.579,0.566,0.825,1.342,1.286,0.456,0.390,0.414,1.734,1.734,1.001,1.016,0.987,1.106,0.900,0.143,0.739,0.698,1.697,-0.588,1.724,1.313,1.722,1.001,0.834,1.063,0.856,0.873,0.875,0.882,0.876,0.882,0.882,0.885,-43.000,-0.687,-9.215,-0.284,0.595,0.458,0.655,0.591,-3.583,4.514,0.948,0.000,226.273,106.530
2011-01-27 11:30:00,1.449,1.136,1.804,2.139,1.804,-0.086,-0.622,-0.064,0.266,-0.279,-0.335,0.558,0.041,0.377,0.686,-0.290,-2.319,-0.287,-0.221,0.363,0.587,0.429,0.578,0.564,0.912,1.417,1.262,0.422,0.390,0.414,1.834,1.834,1.002,1.016,0.987,1.105,0.900,0.038,0.868,0.591,1.421,-0.583,1.080,1.290,1.601,0.999,0.839,1.063,0.856,0.873,0.876,0.883,0.876,0.888,0.888,0.892,-0.192,-0.347,-4.500,-0.359,0.412,0.470,0.557,0.535,-5.500,8.114,1.800,0.000,226.114,105.703
2011-01-27 12:00:00,1.453,1.140,1.773,2.145,1.773,0.011,-1.030,-0.113,0.184,-0.201,-0.338,0.640,-0.018,0.147,0.207,-0.051,-4.087,-0.349,-0.222,0.365,0.560,0.433,0.574,0.561,0.997,1.506,1.243,0.378,0.389,0.413,1.988,1.988,1.004,1.017,0.989,1.105,0.901,-0.049,1.044,0.491,1.152,-0.560,0.833,1.124,1.608,1.004,0.835,1.058,0.856,0.873,0.877,0.889,0.876,0.893,0.893,0.897,-0.575,-0.014,-6.084,-0.413,0.689,0.429,0.513,0.488,-4.333,8.075,-0.075,0.000,226.338,105.527
2011-01-27 12:30:00,1.453,1.140,1.901,2.144,1.901,-0.087,-0.990,-0.096,0.186,-0.203,-0.341,0.774,-0.080,0.032,0.283,1.461,-3.944,-0.302,-0.222,0.367,0.563,0.437,0.568,0.557,1.040,1.645,1.238,0.363,0.387,0.411,2.181,2.181,1.007,1.019,0.989,1.104,0.900,-0.083,1.353,0.389,0.927,-0.528,1.215,1.157,1.684,1.022,0.837,1.062,0.856,0.873,0.880,0.895,0.876,0.893,0.896,0.897,-0.137,0.833,-5.623,-0.423,0.682,0.634,0.634,0.588,1.914,0.851,0.328,0.000,226.497,105.625
2011-01-27 13:00:00,1.452,1.140,1.902,2.144,1.902,0.004,-4.065,-0.019,0.175,-0.195,-0.344,0.984,-0.121,-0.018,0.493,-0.387,63.125,-0.161,-0.223,0.370,0.604,0.440,0.565,0.554,0.983,1.810,1.210,0.326,0.385,0.411,2.411,2.411,1.008,1.019,0.989,1.104,0.901,-0.084,1.898,0.301,0.691,-0.495,1.362,1.103,1.777,1.035,0.840,1.064,0.856,0.873,0.883,0.895,0.876,0.893,0.896,0.898,-0.021,-0.164,52.350,-0.258,0.664,0.479,0.637,0.578,1.307,0.331,-0.241,0.000,226.245,105.543
2011-01-27 13:30:00,1.449,1.138,1.875,2.138,1.875,0.197,-1.184,-0.092,0.152,-0.245,-0.347,1.386,-0.113,-0.066,0.588,-0.371,-5.173,-0.254,-0.224,0.372,0.602,0.440,0.567,0.551,0.995,2.012,1.152,0.267,0.384,0.410,2.617,2.617,1.009,1.021,0.990,1.102,0.901,-0.009,3.033,0.206,0.518,-0.482,0.800,0.937,1.876,1.047,0.848,1.067,0.856,0.877,0.885,0.894,0.876,0.893,0.896,0.896,-0.184,-0.210,-8.462,-0.353,0.440,0.591,0.591,0.510,1.335,0.650,0.238,0.000,226.245,105.804
2011-01-27 14:00:00,1.450,1.138,1.886,2.140,1.886,0.087,-1.532,-0.110,0.188,-0.240,-0.351,2.120,-0.153,-0.133,-0.488,0.251,-7.438,-0.291,-0.224,0.374,0.587,0.444,0.568,0.549,1.021,2.143,1.017,0.140,0.383,0.409,2.711,2.711,1.009,1.022,0.990,1.101,0.901,0.077,7.804,0.126,0.439,-0.449,0.892,0.870,1.840,1.059,0.857,1.071,0.856,0.875,0.890,0.894,0.876,0.893,0.897,0.895,-1.483,0.134,-17.073,-0.404,0.474,0.336,0.465,0.476,0.997,0.412,-1.012,0.000,226.366,105.792
2011-01-27 14:30:00,1.462,1.148,1.773,2.158,1.773,-0.013,-0.524,-0.143,0.164,-0.209,-0.353,6.670,-0.164,-0.178,0.227,-0.287,-1.804,-0.359,-0.225,0.377,0.536,0.448,0.564,0.545,1.138,2.692,0.980,0.098,0.381,0.408,3.039,3.039,1.008,1.023,0.990,1.100,0.902,0.047,-7.739,0.058,0.378,-0.434,0.766,0.911,1.691,1.092,0.862,1.069,0.856,0.878,0.894,0.894,0.876,0.895,0.900,0.900,-0.180,-0.411,-3.143,-0.431,0.907,0.482,0.437,0.507,-2.914,2.295,0.317,0.000,226.376,104.911
2011-01-27 15:00:00,1.466,1.150,1.754,2.163,1.754,-0.142,-0.581,-0.196,0.243,-0.212,-0.356,-6.904,-0.126,-0.201,-0.037,-0.033,-2.015,-0.453,-0.226,0.379,0.505,0.452,0.565,0.542,1.211,3.966,0.972,0.091,0.379,0.407,3.412,3.412,1.007,1.024,0.991,1.100,0.902,-0.050,-2.618,0.010,0.331,-0.413,0.698,0.905,1.657,1.107,0.869,1.072,0.856,0.878,0.894,0.896,0.876,0.897,0.902,0.903,-0.250,0.478,-2.968,-0.488,0.399,0.807,0.600,0.625,-2.183,1.058,0.658,0.000,226.432,104.681
2011-01-27 15:30:00,1.475,1.157,1.628,2.177,1.628,-0.190,-0.645,-0.093,0.115,-0.296,-0.359,-2.216,-0.204,-0.193,-0.143,142.875,-2.170,-0.294,-0.227,0.382,0.502,0.454,0.563,0.541,1.455,8.310,0.969,0.075,0.377,0.406,4.037,4.037,1.007,1.027,0.991,1.100,0.903,-0.189,-1.573,-0.022,0.264,-0.419,0.740,0.831,1.396,1.127,0.861,1.064,0.858,0.883,0.897,0.905,0.877,0.903,0.904,0.905,-0.386,45.649,-2.844,-0.402,0.329,0.294,0.404,0.491,-1.924,2.321,-2.843,1.000,227.366,104.458
2011-01-31 09:30:00,1.453,1.141,1.347,2.149,1.347,-0.351,-0.583,-0.475,0.473,-0.308,-0.361,-1.950,-0.382,-0.237,-0.194,0.674,-2.008,-0.838,-0.227,0.383,0.346,0.459,0.558,0.541,1.173,8.764,0.969,0.075,0.377,0.406,4.215,4.215,1.006,1.029,0.992,1.099,0.903,-0.277,-1.373,-0.045,0.271,-0.420,0.643,0.811,1.403,1.149,0.857,1.060,0.859,0.885,0.898,0.898,0.877,0.903,0.904,0.906,-0.446,1.209,-1.519,-1.036,0.361,0.364,0.477,0.647,-3.502,1.952,1.566,1.000,227.245,105.746
