datetime,F0,F1,F3,F5,F6,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F29,F30,F31,F32,F33,F34,F35,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y,S1,S2
2010-10-11 15:30:00,0.272,0.644,3.324,0.299,1.662,0.265,-0.257,-0.148,0.161,0.597,0.747,-141.333,-4.078,0.697,0.287,0.853,1.215,0.295,0.346,1.174,0.990,1.201,1.114,0.701,0.231,-0.284,-0.082,0.436,0.441,0.880,0.880,0.990,1.012,0.943,0.962,0.994,-0.600,0.688,-0.437,-0.278,0.398,1.333,1.103,1.184,0.649,1.010,1.144,0.384,0.384,0.380,0.378,0.378,0.382,0.378,0.378,1.338,-0.344,0.744,0.642,1.220,1.080,1.273,1.346,0.016,-0.369,0.236,0.000,35.793,119.818
2010-10-12 09:30:00,0.274,0.648,3.362,0.301,1.681,0.341,-0.120,-0.090,0.172,0.598,0.730,-14.826,-6.878,0.791,4.887,1.028,-1.228,0.294,0.346,1.245,0.995,1.203,1.115,0.748,0.225,-0.287,-0.078,0.436,0.440,0.860,0.860,0.991,1.011,0.943,0.962,0.994,-0.811,0.672,-0.435,-0.266,0.398,1.144,1.079,1.220,0.647,1.005,1.142,0.384,0.384,0.380,0.380,0.378,0.382,0.378,0.378,1.317,4.119,1.187,-2.856,1.550,1.411,1.352,1.234,-0.240,-0.711,1.250,1.000,36.505,121.363
2010-10-12 10:00:00,0.282,0.668,7.841,0.309,3.921,0.948,0.051,0.036,0.206,0.602,0.762,1.358,-16.800,1.747,2.808,3.592,-0.355,0.293,0.345,1.696,1.012,1.218,1.119,1.012,0.251,-0.262,-0.074,0.439,0.442,0.873,0.873,0.994,1.012,0.944,0.961,0.993,0.358,0.700,-0.356,-0.217,0.406,1.605,1.246,1.474,0.725,1.043,1.158,0.391,0.391,0.391,0.391,0.378,0.379,0.378,0.378,1.481,1.756,3.185,-1.107,1.404,1.935,1.754,1.222,-94.875,3.112,1.936,1.000,37.688,121.807
2010-10-12 10:30:00,0.280,0.665,6.910,0.308,3.455,0.929,0.056,0.022,0.213,0.608,0.800,2.628,-0.586,1.430,19.426,3.969,-0.274,0.292,0.345,1.746,1.038,1.241,1.125,1.001,0.301,-0.202,-0.062,0.444,0.445,0.888,0.888,0.997,1.011,0.945,0.961,0.992,1.279,0.757,-0.274,-0.167,0.419,1.855,1.225,1.437,0.747,1.050,1.157,0.390,0.390,0.390,0.390,0.378,0.378,0.378,0.382,1.451,6.217,4.484,-0.882,1.560,1.619,1.309,1.177,25.433,0.810,0.055,1.000,37.477,121.870
2010-10-12 11:00:00,0.281,0.666,5.146,0.308,2.573,0.908,0.069,0.060,0.212,0.614,0.820,2.449,1.502,1.303,-1.669,3.031,-0.228,0.290,0.345,1.731,1.066,1.254,1.129,0.992,0.351,-0.128,-0.051,0.448,0.447,0.894,0.894,1.001,1.011,0.946,0.961,0.992,1.325,0.815,-0.211,-0.127,0.430,0.516,1.152,1.393,0.734,1.035,1.149,0.388,0.388,0.388,0.387,0.378,0.378,0.378,0.389,1.469,-0.951,3.391,-0.646,1.868,1.197,1.173,1.147,2.486,0.837,0.103,1.000,37.658,122.301
2010-10-12 11:30:00,0.283,0.671,5.045,0.311,2.523,1.597,0.106,0.117,0.220,0.621,0.860,2.908,2.589,1.286,-0.664,38.333,-0.184,0.289,0.344,1.622,1.110,1.272,1.138,1.135,0.400,-0.054,-0.043,0.452,0.449,0.906,0.906,1.006,1.011,0.947,0.961,0.992,1.644,0.911,-0.140,-0.082,0.441,0.540,1.115,1.371,0.754,1.037,1.148,0.388,0.388,0.388,0.388,0.378,0.378,0.378,0.390,1.286,-0.599,65.950,-0.872,2.370,0.985,0.991,0.995,2.251,0.514,-0.020,1.000,37.818,121.668
2010-10-12 12:00:00,0.284,0.673,5.025,0.312,2.512,2.067,0.124,0.119,0.225,0.629,0.900,5.813,3.374,1.515,-0.057,-15.945,-0.181,0.288,0.344,1.621,1.153,1.296,1.153,1.137,0.473,0.020,-0.031,0.456,0.451,0.917,0.917,1.011,1.012,0.949,0.961,0.991,2.465,1.041,-0.083,-0.038,0.452,1.036,1.123,1.302,0.780,1.038,1.150,0.389,0.389,0.389,0.392,0.378,0.378,0.378,0.391,1.126,0.053,-10.460,-0.733,1.967,1.246,1.241,1.076,5.006,0.271,-0.024,1.000,37.848,121.363
2010-10-12 12:30:00,0.284,0.672,5.668,0.312,2.834,4.072,0.139,0.113,0.221,0.637,0.978,20.047,4.035,1.510,0.543,-5.022,-0.340,0.287,0.344,1.560,1.197,1.318,1.171,1.170,0.589,0.096,-0.019,0.462,0.454,0.936,0.936,1.016,1.013,0.951,0.961,0.991,4.845,1.276,-0.021,0.012,0.467,1.677,1.211,1.412,0.810,1.054,1.157,0.391,0.391,0.391,0.395,0.378,0.378,0.385,0.394,1.061,0.718,-3.844,-1.215,1.189,1.141,1.093,1.094,1.511,0.021,0.172,1.000,37.668,120.857
2010-10-12 13:00:00,0.282,0.667,5.976,0.310,2.988,-1.271,-0.246,-0.001,0.192,0.645,1.043,-2.682,5.390,-0.504,0.689,-1.041,0.510,0.286,0.343,1.782,1.230,1.322,1.181,1.053,0.809,0.189,0.000,0.466,0.456,1.006,1.006,1.016,1.014,0.952,0.960,0.991,-4.359,1.577,0.003,0.036,0.478,1.661,0.932,1.481,0.841,1.067,1.161,0.391,0.391,0.391,0.397,0.378,0.384,0.391,0.391,-0.543,0.816,-1.080,0.721,1.448,1.046,1.027,1.045,-7.017,1.136,2.320,1.000,36.495,117.841
2010-10-12 13:30:00,0.281,0.665,6.011,0.308,3.006,-5.342,-0.069,0.011,0.202,0.652,1.109,0.120,43.097,-1.759,1.183,-1.875,0.922,0.285,0.343,1.791,1.258,1.324,1.192,1.035,1.091,0.262,0.026,0.469,0.457,1.044,1.044,1.013,1.015,0.952,0.960,0.990,-1.637,1.943,0.016,0.059,0.488,1.315,0.974,1.475,0.854,1.070,1.162,0.391,0.391,0.391,0.392,0.378,0.384,0.391,0.391,-1.014,0.999,-1.487,1.342,1.935,1.356,1.352,1.258,-3.042,0.561,-1.245,1.000,36.806,119.437
2010-10-12 14:00:00,0.278,0.659,6.092,0.305,3.046,4.217,-0.087,-0.016,0.202,0.659,1.174,0.501,-2.712,0.841,0.022,-3.229,1.462,0.284,0.343,1.835,1.255,1.324,1.203,0.978,1.425,0.344,0.054,0.471,0.459,1.078,1.078,1.011,1.016,0.954,0.960,0.990,-4.000,2.380,0.027,0.078,0.495,1.183,1.222,1.516,0.865,1.073,1.162,0.391,0.391,0.395,0.389,0.378,0.384,0.391,0.388,0.327,0.048,-2.281,2.703,2.891,1.143,1.525,1.474,-3.481,0.725,0.871,1.000,36.645,120.084
2010-10-12 14:30:00,0.280,0.662,6.202,0.307,3.101,2.056,-0.053,0.018,0.205,0.665,1.250,0.806,-0.567,1.121,-0.159,-8.111,1.089,0.283,0.342,1.888,1.241,1.326,1.216,0.990,2.004,0.434,0.086,0.473,0.460,1.118,1.118,1.008,1.017,0.955,0.960,0.990,-4.560,2.870,0.047,0.097,0.503,1.444,1.310,1.549,0.887,1.078,1.164,0.391,0.391,0.395,0.389,0.378,0.384,0.391,0.388,0.502,-0.153,-4.572,1.512,2.780,1.267,1.749,1.451,2.230,0.574,0.660,1.000,36.856,120.084
2010-10-12 15:00:00,0.277,0.657,5.909,0.305,2.955,1.610,-0.093,-0.021,0.195,0.671,1.311,1.816,0.458,1.017,-0.361,-9.279,0.879,0.282,0.342,1.838,1.245,1.329,1.235,0.884,2.604,0.517,0.119,0.474,0.461,1.132,1.132,1.003,1.018,0.956,0.960,0.989,-11.062,3.361,0.062,0.114,0.512,0.743,1.245,1.484,0.885,1.073,1.160,0.391,0.391,0.397,0.385,0.378,0.384,0.391,0.386,0.635,-0.669,-35.486,1.030,1.466,1.053,1.398,1.354,-4.239,1.605,-0.576,1.000,36.685,120.438
2010-10-12 15:30:00,0.275,0.651,5.612,0.302,2.806,0.980,-0.056,-0.025,0.189,0.676,1.352,-44.462,1.446,0.292,-0.453,8.717,2.610,0.281,0.341,1.792,1.253,1.334,1.241,0.829,2.814,0.570,0.144,0.477,0.462,1.124,1.124,0.997,1.019,0.957,0.960,0.989,3.867,3.796,0.091,0.132,0.519,0.587,0.967,1.411,0.905,1.071,1.166,0.391,0.391,0.386,0.382,0.378,0.388,0.391,0.385,0.283,-0.286,5.531,2.298,1.309,1.191,1.338,1.344,0.994,0.113,0.342,1.000,36.655,121.452
2010-10-13 09:30:00,0.282,0.670,8.354,0.310,4.177,2.488,0.145,0.003,0.220,0.680,1.392,-165.167,1.704,-3.794,4.676,-18.320,-0.707,0.281,0.341,1.741,1.239,1.334,1.241,1.012,2.847,0.573,0.139,0.476,0.462,1.146,1.146,0.995,1.019,0.958,0.960,0.989,5.230,4.108,0.114,0.142,0.522,0.813,0.846,1.444,0.910,1.075,1.178,0.391,0.391,0.386,0.386,0.378,0.391,0.391,0.386,-0.730,2.473,37.179,-2.089,2.899,1.109,1.330,1.211,-11.500,0.043,-0.078,1.000,37.337,120.464
2010-10-13 10:00:00,0.284,0.672,11.971,0.312,5.985,1.385,0.252,0.028,0.223,0.690,1.449,2.301,2.201,2.828,-1.417,6.509,0.663,0.280,0.341,1.607,1.212,1.326,1.241,1.097,2.886,0.596,0.141,0.474,0.461,1.185,1.185,0.995,1.020,0.959,0.960,0.989,-22.769,4.497,0.170,0.148,0.527,1.456,1.112,1.305,0.950,1.081,1.183,0.391,0.391,0.392,0.393,0.379,0.391,0.387,0.386,1.773,-1.969,5.336,-0.151,1.411,1.266,1.602,1.206,inf,-3.417,15.263,1.000,37.758,121.135
2010-10-13 10:30:00,0.285,0.674,12.780,0.313,6.390,1.566,0.295,0.012,0.232,0.699,1.504,6.603,3.888,-3.009,1.874,10.008,2.364,0.279,0.341,1.545,1.184,1.317,1.240,1.159,2.868,0.638,0.141,0.472,0.460,1.258,1.258,0.998,1.019,0.961,0.960,0.989,-1.248,4.735,0.218,0.151,0.531,2.522,1.174,1.381,0.974,1.092,1.191,0.391,0.391,0.393,0.395,0.380,0.391,0.387,0.394,-0.882,1.183,6.013,-0.063,1.343,1.088,1.174,1.163,30.303,6.085,0.178,1.000,37.788,120.717
2010-10-13 11:00:00,0.285,0.676,9.545,0.313,4.773,0.966,0.311,0.067,0.240,0.709,1.584,3.528,0.752,4.224,0.597,2.784,0.594,0.279,0.340,1.523,1.163,1.312,1.241,1.050,2.818,0.696,0.165,0.472,0.460,1.312,1.312,1.000,1.020,0.962,0.960,0.989,-1.881,4.866,0.279,0.154,0.537,1.188,0.965,1.529,0.989,1.093,1.192,0.395,0.395,0.395,0.395,0.380,0.391,0.385,0.395,5.211,0.666,1.678,0.177,1.543,0.925,1.103,1.181,1.248,1.406,0.234,1.000,38.420,122.795
2010-10-13 11:30:00,0.285,0.673,8.874,0.313,4.437,0.900,0.342,0.044,0.244,0.717,1.615,2.128,1.459,5.458,0.436,2.480,0.897,0.278,0.340,1.541,1.153,1.309,1.243,1.002,2.620,0.751,0.191,0.472,0.460,1.293,1.293,1.002,1.020,0.964,0.960,0.988,12.875,4.525,0.336,0.147,0.540,0.851,1.015,1.550,0.993,1.093,1.195,0.395,0.395,0.395,0.395,0.380,0.391,0.386,0.396,7.694,0.487,1.529,0.295,1.411,0.685,0.890,1.004,1.245,0.931,0.339,1.000,38.320,122.605
2010-10-13 12:00:00,0.284,0.672,8.353,0.311,4.177,1.009,0.338,0.014,0.240,0.726,1.634,1.684,1.984,14.542,1.262,3.219,1.640,0.278,0.340,1.543,1.146,1.304,1.244,1.001,2.447,0.808,0.223,0.472,0.460,1.275,1.275,1.006,1.019,0.965,0.960,0.987,2.207,4.171,0.392,0.132,0.546,0.673,1.061,1.537,0.999,1.095,1.195,0.395,0.395,0.395,0.395,0.380,0.391,0.386,0.394,29.500,0.740,1.596,0.383,2.233,1.119,1.129,1.082,1.727,1.043,0.091,1.000,38.079,122.263
2010-10-13 12:30:00,0.285,0.674,8.289,0.313,4.144,1.014,0.400,-0.003,0.241,0.734,1.627,1.890,2.411,-7.722,0.469,3.141,-7.351,0.277,0.339,1.539,1.151,1.299,1.244,1.037,2.214,0.829,0.224,0.472,0.460,1.248,1.248,1.010,1.018,0.966,0.960,0.987,1.345,3.804,0.433,0.106,0.548,0.812,1.226,1.457,1.008,1.099,1.195,0.395,0.395,0.395,0.394,0.380,0.391,0.394,0.394,-7.280,0.665,1.480,2.000,1.744,1.297,1.030,1.106,1.057,0.583,1.234,1.000,38.139,121.756
2010-10-13 13:00:00,0.287,0.679,8.252,0.316,4.126,0.969,0.472,0.026,0.261,0.743,1.654,3.021,2.558,-3.362,-0.261,2.927,-2.930,0.277,0.339,1.307,1.166,1.299,1.250,1.123,2.056,0.893,0.253,0.472,0.460,1.212,1.212,1.010,1.020,0.968,0.960,0.987,1.698,3.458,0.517,0.104,0.559,1.152,1.082,1.437,1.004,1.095,1.193,0.395,0.395,0.395,0.396,0.380,0.387,0.395,0.394,-3.518,-0.051,1.645,-8.375,1.218,1.203,1.060,1.141,3.180,2.129,1.000,1.000,38.350,121.515
2010-10-13 13:30:00,0.285,0.674,7.945,0.313,3.972,0.750,0.394,0.065,0.260,0.751,1.684,3.935,2.545,3.403,0.283,1.861,1.311,0.277,0.339,1.297,1.195,1.299,1.258,1.067,1.897,0.960,0.275,0.475,0.462,1.178,1.178,1.010,1.020,0.968,0.960,0.987,2.071,3.137,0.608,0.110,0.569,0.983,0.916,1.417,1.010,1.090,1.193,0.395,0.395,0.395,0.396,0.380,0.387,0.394,0.398,4.885,0.238,1.470,0.640,1.236,1.603,1.326,1.312,1.926,1.454,-1.245,1.000,38.500,122.922
2010-10-13 14:00:00,0.291,0.687,9.138,0.319,4.569,0.905,0.546,0.128,0.299,0.759,1.722,3.306,2.552,-22.067,2.531,2.250,8.617,0.277,0.338,1.255,1.240,1.305,1.265,1.061,1.755,1.021,0.283,0.478,0.464,1.151,1.151,1.009,1.021,0.970,0.961,0.987,2.159,2.873,0.698,0.127,0.583,1.841,1.175,1.526,1.042,1.108,1.202,0.400,0.400,0.401,0.401,0.380,0.386,0.394,0.400,-22.328,2.317,1.417,1.985,0.959,1.765,1.668,1.624,2.019,1.668,1.011,1.000,39.001,122.238
2010-10-13 14:30:00,0.288,0.681,8.378,0.316,4.189,0.709,0.448,0.103,0.282,0.766,1.756,2.781,3.079,3.357,-11.741,1.584,1.168,0.277,0.338,1.228,1.275,1.307,1.273,0.978,1.631,1.099,0.292,0.484,0.467,1.130,1.130,1.008,1.023,0.970,0.961,0.986,2.224,2.695,0.788,0.145,0.598,1.493,1.125,1.432,1.042,1.093,1.201,0.399,0.399,0.399,0.399,0.380,0.385,0.394,0.399,4.736,-1.017,1.271,0.721,1.290,1.753,1.749,1.543,1.008,1.038,0.739,1.000,38.951,123.353
2010-10-13 15:00:00,0.284,0.672,6.108,0.312,3.054,0.580,0.381,0.100,0.275,0.774,1.796,1.775,2.783,1.765,-0.097,1.185,0.573,0.276,0.338,1.129,1.325,1.315,1.285,0.972,1.506,1.139,0.310,0.490,0.470,1.108,1.108,1.007,1.024,0.971,0.961,0.986,2.185,2.542,0.877,0.177,0.612,0.486,0.831,1.240,1.001,1.069,1.200,0.395,0.395,0.395,0.395,0.380,0.386,0.394,0.400,2.619,-0.220,1.236,0.473,1.130,1.466,1.440,1.424,1.696,1.525,-0.368,1.000,39.242,125.786
2010-10-13 15:30:00,0.277,0.655,4.799,0.305,2.399,0.455,0.316,0.045,0.263,0.780,1.762,0.720,1.364,0.905,-0.224,0.876,0.376,0.277,0.338,0.895,1.320,1.301,1.286,0.976,1.406,1.161,0.326,0.488,0.470,1.080,1.080,1.002,1.025,0.972,0.961,0.986,1.571,2.325,0.931,0.192,0.626,0.451,0.720,1.079,0.976,1.031,1.175,0.387,0.387,0.387,0.387,0.380,0.388,0.398,0.399,1.481,-0.320,1.138,0.401,0.982,1.388,1.215,1.325,0.848,0.587,0.393,1.000,39.092,128.345
2010-10-14 09:30:00,0.283,0.669,6.712,0.310,3.356,0.544,0.348,0.112,0.286,0.783,1.736,0.605,1.159,1.181,0.330,1.078,0.421,0.277,0.338,1.005,1.304,1.291,1.285,1.011,1.405,1.163,0.344,0.488,0.470,1.068,1.068,1.002,1.025,0.973,0.961,0.985,1.291,2.221,0.955,0.206,0.634,0.426,0.742,1.069,0.977,1.032,1.178,0.392,0.392,0.392,0.392,0.380,0.394,0.398,0.397,2.032,0.436,1.277,0.466,1.047,1.010,1.181,1.182,1.469,0.796,8.273,1.000,39.773,128.193
2010-10-14 10:00:00,0.277,0.656,2.861,0.304,1.431,0.482,0.288,0.090,0.265,0.789,1.646,0.523,0.815,0.450,0.633,0.958,0.330,0.277,0.338,0.927,1.233,1.261,1.268,0.924,1.389,1.167,0.358,0.483,0.467,1.049,1.049,0.997,1.023,0.974,0.961,0.984,0.903,2.027,0.955,0.216,0.644,0.643,0.752,0.878,0.951,1.003,1.166,0.389,0.389,0.389,0.389,0.380,0.395,0.399,0.386,0.462,-0.353,1.222,0.329,0.827,0.696,1.179,1.056,2.151,9.177,3.936,1.000,39.222,128.928
2010-10-14 10:30:00,0.276,0.654,3.459,0.303,1.730,0.486,0.308,0.069,0.260,0.794,1.545,0.284,0.610,0.456,3.523,1.004,0.382,0.277,0.337,1.080,1.169,1.229,1.248,0.894,1.351,1.165,0.361,0.477,0.464,1.037,1.037,0.993,1.019,0.974,0.961,0.984,0.557,1.859,0.934,0.220,0.652,0.694,0.843,0.846,0.956,1.005,1.172,0.389,0.389,0.389,0.388,0.380,0.394,0.400,0.381,0.528,2.117,1.331,0.375,1.048,0.625,0.868,0.988,2.049,2.777,0.239,1.000,38.791,127.990
2010-10-14 11:00:00,0.275,0.649,3.323,0.302,1.662,0.457,0.287,0.075,0.258,0.798,1.458,0.068,0.452,0.355,1.446,0.942,0.352,0.277,0.337,1.038,1.132,1.205,1.234,0.882,1.339,1.175,0.367,0.472,0.462,1.029,1.029,0.988,1.016,0.975,0.961,0.984,0.348,1.735,0.924,0.220,0.655,1.455,0.723,0.789,0.951,1.004,1.172,0.389,0.389,0.389,0.380,0.380,0.394,0.396,0.381,0.424,1.937,1.186,0.310,1.248,0.706,0.918,1.047,1.171,1.534,0.187,1.000,38.771,128.447
2010-10-14 11:30:00,0.271,0.642,3.231,0.298,1.615,0.414,0.243,0.042,0.249,0.802,1.373,-0.040,0.289,0.111,-26.032,0.842,0.261,0.277,0.337,1.065,1.104,1.184,1.219,0.796,1.320,1.189,0.359,0.467,0.460,1.022,1.022,0.983,1.012,0.975,0.961,0.983,0.193,1.625,0.903,0.214,0.659,0.644,0.671,0.770,0.948,1.005,1.170,0.389,0.389,0.389,0.380,0.380,0.394,0.392,0.379,0.074,46.250,1.271,0.224,1.016,0.480,0.747,0.883,1.167,1.160,0.225,1.000,38.510,129.131
2010-10-14 12:00:00,0.279,0.660,3.724,0.306,1.862,0.537,0.330,0.130,0.277,0.807,1.312,-0.039,0.207,0.462,-8.902,1.091,0.398,0.277,0.337,1.176,1.074,1.166,1.206,0.923,1.285,1.182,0.345,0.463,0.457,1.018,1.018,0.981,1.010,0.976,0.961,0.983,0.243,1.539,0.888,0.222,0.662,1.690,0.951,0.807,0.957,1.018,1.176,0.389,0.389,0.389,0.386,0.380,0.394,0.380,0.377,0.497,-4.315,1.242,0.391,1.345,0.535,0.946,1.005,1.176,1.071,0.087,1.000,39.553,129.207
2010-10-14 12:30:00,0.278,0.659,4.161,0.305,2.081,0.503,0.322,0.112,0.272,0.813,1.269,0.330,0.105,0.435,-1.992,1.012,0.389,0.278,0.336,1.308,1.040,1.148,1.195,0.935,1.256,1.173,0.341,0.458,0.455,1.014,1.014,0.981,1.008,0.977,0.962,0.983,0.502,1.473,0.881,0.241,0.670,3.294,1.008,0.833,0.958,1.026,1.184,0.389,0.389,0.388,0.388,0.380,0.398,0.380,0.378,0.491,-1.290,1.199,0.364,1.037,0.502,0.853,0.993,1.000,0.798,0.590,1.000,39.352,129.042
2010-10-14 13:00:00,0.278,0.656,4.235,0.305,2.118,0.478,0.340,0.110,0.277,0.820,1.221,0.696,0.040,0.602,0.672,0.933,0.405,0.278,0.336,1.318,0.999,1.129,1.182,0.983,1.230,1.163,0.335,0.452,0.451,1.012,1.012,0.984,1.004,0.977,0.961,0.983,0.579,1.411,0.867,0.254,0.675,2.281,1.705,0.827,0.963,1.027,1.182,0.387,0.387,0.386,0.386,0.380,0.399,0.379,0.384,0.954,0.721,1.151,0.429,1.447,0.675,0.851,1.000,1.585,1.427,-0.141,1.000,39.663,129.904
2010-10-14 13:30:00,0.277,0.656,4.192,0.305,2.096,0.439,0.360,0.087,0.278,0.825,1.175,0.805,0.158,0.629,-1.971,0.842,0.428,0.278,0.336,1.334,0.958,1.107,1.169,0.986,1.209,1.154,0.332,0.445,0.447,1.009,1.009,0.988,1.001,0.978,0.961,0.983,0.515,1.352,0.858,0.262,0.679,1.232,1.558,0.807,0.969,1.024,1.179,0.387,0.387,0.386,0.386,0.380,0.398,0.379,0.386,0.783,-1.071,1.097,0.522,1.665,1.137,1.044,1.195,1.165,1.215,0.225,1.000,39.663,130.182
2010-10-14 14:00:00,0.280,0.663,4.385,0.308,2.193,0.448,0.427,0.060,0.292,0.830,1.136,1.032,0.374,0.876,0.103,0.863,0.561,0.278,0.336,1.296,0.933,1.078,1.159,1.008,1.186,1.149,0.377,0.439,0.444,1.008,1.008,0.993,0.998,0.979,0.962,0.983,0.498,1.300,0.865,0.257,0.681,1.698,1.968,0.740,0.995,1.023,1.161,0.388,0.388,0.388,0.388,0.381,0.398,0.377,0.388,0.701,0.151,1.030,0.658,1.134,1.328,1.210,1.404,1.171,1.274,0.914,1.000,39.803,129.435
2010-10-14 14:30:00,0.280,0.662,4.601,0.308,2.300,0.450,0.441,0.045,0.290,0.835,1.104,2.078,1.054,0.823,0.297,0.878,0.591,0.279,0.336,1.289,0.914,1.051,1.153,1.004,1.166,1.147,0.420,0.434,0.442,1.007,1.007,1.000,0.996,0.980,0.962,0.982,0.519,1.259,0.875,0.252,0.684,2.323,2.251,0.763,0.996,1.025,1.171,0.389,0.389,0.389,0.389,0.381,0.394,0.378,0.389,0.722,0.148,1.012,0.685,1.487,1.696,1.301,1.444,0.910,1.021,0.849,1.000,39.643,128.890
2010-10-14 15:00:00,0.279,0.660,4.324,0.306,2.162,0.429,0.406,0.023,0.280,0.840,1.077,-8.696,2.740,0.913,1.133,0.857,0.530,0.279,0.335,1.272,0.912,1.030,1.151,0.980,1.146,1.144,0.457,0.433,0.441,1.006,1.006,1.006,0.994,0.980,0.962,0.981,0.444,1.227,0.885,0.240,0.686,1.135,1.558,0.795,0.986,1.013,1.168,0.389,0.389,0.389,0.391,0.382,0.386,0.389,0.389,0.860,0.803,1.053,0.621,1.263,1.943,1.288,1.447,1.182,1.270,0.438,1.000,39.292,128.244
2010-10-14 15:30:00,0.279,0.659,4.586,0.307,2.293,0.430,0.344,0.078,0.281,0.843,1.079,-1.168,4.288,1.133,1.194,0.856,0.413,0.279,0.335,1.959,0.919,1.025,1.152,0.992,1.107,1.142,0.491,0.435,0.442,1.006,1.006,1.006,0.994,0.981,0.963,0.981,0.506,1.213,0.894,0.242,0.689,1.016,1.204,0.994,0.993,1.013,1.168,0.389,0.389,0.389,0.388,0.382,0.381,0.389,0.389,0.961,0.982,1.102,0.521,2.101,1.561,1.229,1.342,0.758,0.759,0.616,1.000,39.503,128.852
2010-10-15 09:30:00,0.272,0.645,6.169,0.299,3.084,0.351,0.327,0.165,0.277,0.844,1.057,0.988,2.336,0.562,0.648,0.639,0.355,0.280,0.335,0.840,0.899,1.011,1.143,1.000,1.107,1.142,0.497,0.433,0.441,1.005,1.005,1.006,0.993,0.981,0.962,0.981,0.525,1.187,0.887,0.249,0.688,1.260,1.155,0.983,0.996,1.016,1.167,0.378,0.378,0.378,0.378,0.383,0.381,0.389,0.387,0.927,0.827,1.012,0.587,0.788,0.817,0.916,1.007,1.192,1.178,1.975,1.000,41.578,139.166
2010-10-15 10:00:00,0.247,0.585,4.127,0.269,2.064,0.240,0.252,0.132,0.230,0.844,1.004,0.631,1.058,0.385,0.685,0.447,0.261,0.280,0.335,0.571,0.780,0.923,1.081,0.994,1.101,1.143,0.506,0.424,0.435,1.003,1.003,1.001,0.990,0.981,0.962,0.981,0.565,1.121,0.881,0.273,0.688,0.844,0.904,1.082,0.989,1.004,1.158,0.340,0.340,0.340,0.340,0.380,0.381,0.389,0.388,0.953,0.945,0.956,0.738,0.424,0.372,0.447,0.569,1.412,2.723,1.953,0.000,43.553,162.063
2010-10-15 10:30:00,0.264,0.623,4.598,0.287,2.299,0.303,0.313,0.159,0.260,0.842,0.952,0.563,0.737,0.568,0.752,0.616,0.348,0.280,0.335,0.541,0.708,0.841,1.011,1.048,1.087,1.144,0.526,0.405,0.424,1.002,1.002,0.993,0.985,0.980,0.961,0.980,0.596,1.058,0.880,0.300,0.687,0.871,0.936,1.080,0.996,1.014,1.167,0.351,0.351,0.351,0.351,0.381,0.381,0.389,0.381,0.929,0.732,0.963,0.721,0.740,0.581,0.624,0.748,1.370,2.424,0.557,0.000,43.102,150.114
2010-10-15 11:00:00,0.258,0.612,4.474,0.281,2.237,0.270,0.286,0.143,0.245,0.841,0.925,0.577,0.637,0.492,0.706,0.562,0.316,0.280,0.334,0.516,0.692,0.809,0.980,1.088,1.074,1.141,0.552,0.390,0.413,1.002,1.002,0.986,0.982,0.980,0.962,0.979,0.645,1.018,0.881,0.322,0.687,1.036,0.884,1.083,0.990,1.010,1.164,0.351,0.351,0.351,0.364,0.383,0.381,0.389,0.368,0.903,0.888,0.965,0.716,0.425,0.530,0.549,0.684,1.000,1.362,0.531,0.000,43.022,153.130
2010-10-15 11:30:00,0.264,0.627,4.529,0.287,2.264,0.285,0.315,0.151,0.257,0.839,0.903,0.592,0.566,0.633,1.144,0.615,0.364,0.281,0.334,0.500,0.689,0.783,0.950,1.097,1.062,1.141,0.581,0.377,0.404,1.002,1.002,0.978,0.980,0.979,0.962,0.978,0.689,0.980,0.884,0.341,0.689,0.867,0.913,1.111,0.990,1.015,1.163,0.351,0.351,0.351,0.360,0.386,0.382,0.387,0.368,0.890,1.288,0.947,0.754,0.444,0.733,0.680,0.781,1.000,1.317,0.567,0.000,43.343,150.836
2010-10-15 12:00:00,0.273,0.648,4.714,0.297,2.357,0.338,0.363,0.190,0.291,0.838,0.887,0.618,0.570,0.912,-0.369,0.760,0.435,0.281,0.334,0.492,0.692,0.768,0.930,1.177,1.049,1.145,0.614,0.365,0.395,1.001,1.001,0.973,0.977,0.979,0.961,0.978,0.710,0.945,0.889,0.356,0.690,1.243,0.954,1.097,0.994,1.017,1.163,0.351,0.351,0.351,0.366,0.386,0.389,0.388,0.366,0.942,-0.464,0.949,0.801,0.515,0.721,0.747,0.844,1.000,1.267,0.431,0.000,44.285,148.986
2010-10-15 12:30:00,0.279,0.661,5.008,0.303,2.504,0.365,0.389,0.215,0.305,0.840,0.887,0.902,0.617,1.029,-0.639,0.833,0.474,0.281,0.334,0.483,0.715,0.772,0.928,1.356,1.042,1.151,0.647,0.353,0.386,1.001,1.001,0.974,0.977,0.979,0.961,0.978,0.786,0.928,0.904,0.377,0.697,1.750,0.974,1.099,1.001,1.025,1.167,0.351,0.351,0.351,0.374,0.385,0.389,0.381,0.375,0.972,-0.689,0.949,0.829,0.371,0.899,0.882,0.961,1.000,1.048,0.954,0.000,44.817,147.770
