datetime,F0,F1,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F29,F30,F31,F32,F33,F34,F35,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y,S1,S2
2010-12-29 15:30:00,1.723,7.332,1.960,1.607,0.392,-1.222,-1.192,-0.692,-10.989,1.223,-8.579,-3.267,0.022,-0.510,-1.401,0.705,-0.311,-1.275,4.502,2.372,1.196,1.272,1.707,1.738,0.115,-1.178,-0.025,0.472,1.754,1.776,0.233,0.233,0.992,0.972,0.931,1.009,1.045,-1.353,-2.289,-0.233,27.944,1.466,0.594,0.728,1.250,0.676,0.917,0.859,1.222,1.156,1.143,1.143,1.182,1.165,1.165,1.154,-0.396,0.594,-0.529,-1.543,1.049,0.690,1.371,1.456,-0.307,0.142,0.354,0.000,261.913,162.990
2010-12-30 09:30:00,1.714,7.313,3.437,1.598,0.687,-1.097,-3.400,-1.266,-74.969,1.303,-8.314,-3.158,-0.001,-0.256,2.338,1.826,-0.996,-2.238,4.683,2.369,1.074,1.266,1.704,1.734,0.049,-1.180,-0.028,0.468,1.745,1.771,0.207,0.207,0.991,0.971,0.931,1.008,1.045,-1.074,-2.266,-0.269,26.789,1.457,0.762,0.751,1.284,0.691,0.916,0.857,1.222,1.154,1.143,1.143,1.182,1.165,1.165,1.138,3.371,3.571,-1.461,-2.652,1.146,0.458,1.279,1.571,-9.174,-2.137,1.084,0.000,258.890,161.966
2010-12-30 10:00:00,1.751,7.469,3.467,1.633,0.693,0.474,-2.636,-0.775,-23.223,1.487,-8.163,-2.933,0.135,0.090,1.078,-1.414,-0.629,-1.398,5.097,2.364,1.163,1.274,1.684,1.731,0.185,-1.182,-0.039,0.452,1.724,1.761,0.195,0.195,0.992,0.971,0.931,1.007,1.044,-0.541,-2.230,-0.323,30.471,1.443,1.204,0.823,1.218,0.717,0.912,0.859,1.222,1.153,1.153,1.153,1.182,1.165,1.169,1.139,0.590,-1.108,-0.501,-1.563,1.206,0.921,1.474,1.629,-4.835,0.054,2.250,0.000,264.458,161.931
2010-12-30 10:30:00,1.741,7.431,3.127,1.623,0.625,0.494,-1.529,-0.904,-9.283,1.174,-7.758,-2.683,0.550,0.228,-1.302,19.317,-0.312,-1.494,5.572,2.358,1.176,1.268,1.662,1.730,0.197,-1.157,-0.044,0.448,1.706,1.752,0.225,0.225,0.991,0.970,0.930,1.006,1.043,0.154,-2.099,-0.362,52.300,1.409,1.522,0.862,1.169,0.721,0.909,0.861,1.222,1.153,1.153,1.157,1.182,1.165,1.163,1.145,-0.606,29.362,-0.183,-1.697,0.851,1.649,1.620,1.846,-1.541,-9.045,-0.768,0.000,264.227,162.754
2010-12-30 11:00:00,1.753,7.482,2.716,1.635,0.543,0.553,-1.532,-0.860,-19.270,1.158,-7.448,-2.468,0.993,0.312,377.000,-0.095,-0.263,-1.550,6.141,2.353,1.134,1.261,1.641,1.728,0.236,-1.123,-0.046,0.435,1.691,1.745,0.265,0.265,0.991,0.971,0.929,1.006,1.043,0.506,-1.960,-0.396,528.000,1.373,1.057,0.977,1.112,0.722,0.906,0.860,1.222,1.158,1.158,1.161,1.182,1.165,1.153,1.163,-0.990,-0.180,0.022,-1.747,0.988,1.261,1.676,1.822,2.732,2.230,-2.754,0.000,264.987,162.049
2010-12-30 11:30:00,1.746,7.442,2.061,1.628,0.412,0.296,-1.199,-1.075,-18.326,1.122,-7.126,-2.278,1.153,0.436,2.562,0.545,-0.169,-1.947,6.770,2.347,1.145,1.239,1.619,1.725,0.185,-1.077,-0.051,0.427,1.676,1.737,0.279,0.279,0.993,0.971,0.928,1.004,1.042,0.430,-1.829,-0.430,-76.714,1.328,0.694,1.044,1.002,0.728,0.901,0.845,1.222,1.158,1.158,1.162,1.182,1.165,1.142,1.162,6.240,0.323,0.197,-2.155,1.250,1.330,1.817,2.041,2.307,1.597,-4.109,0.000,263.566,161.884
2010-12-30 12:00:00,1.744,7.438,2.083,1.627,0.417,0.497,-1.436,-0.912,-23.337,1.146,-6.799,-2.080,0.854,0.633,2.769,1.816,-0.237,-1.593,7.549,2.340,1.134,1.209,1.592,1.721,0.174,-1.021,-0.053,0.408,1.662,1.729,0.305,0.305,0.997,0.970,0.928,1.004,1.041,0.337,-1.681,-0.464,-32.059,1.286,0.700,1.115,1.022,0.723,0.902,0.841,1.222,1.158,1.158,1.161,1.182,1.165,1.142,1.156,3.227,2.267,0.064,-1.683,1.549,1.152,1.501,1.929,3.985,1.053,-14.000,0.000,263.417,161.931
2010-12-30 12:30:00,1.742,7.424,2.188,1.625,0.438,0.646,-1.645,-1.082,-27.193,1.129,-6.563,-1.898,0.979,1.070,20.000,1.168,-0.314,-1.866,8.484,2.335,1.108,1.204,1.568,1.717,0.178,-0.954,-0.055,0.400,1.648,1.722,0.347,0.347,1.000,0.970,0.928,1.003,1.040,0.456,-1.567,-0.509,-20.333,1.246,1.661,1.175,1.046,0.728,0.905,0.841,1.222,1.158,1.161,1.158,1.182,1.165,1.148,1.157,-3.549,0.910,-0.086,-2.078,1.002,1.207,1.435,2.007,-0.568,0.222,-61.000,0.000,262.954,161.837
2010-12-30 13:00:00,1.743,7.438,2.391,1.626,0.478,0.821,-1.600,-0.970,-38.000,1.105,-6.310,-1.724,1.125,1.423,3.098,0.894,-0.304,-1.699,9.629,2.328,1.087,1.198,1.536,1.713,0.176,-0.882,-0.055,0.389,1.634,1.715,0.395,0.395,1.002,0.970,0.927,1.002,1.040,0.580,-1.439,-0.551,-14.946,1.209,2.431,1.107,1.084,0.733,0.907,0.845,1.222,1.158,1.161,1.156,1.182,1.165,1.160,1.157,4.426,1.211,-0.111,-1.849,0.732,1.064,1.190,1.816,-0.575,0.186,6.400,0.000,263.334,161.966
2010-12-30 13:30:00,1.744,7.420,2.502,1.627,0.500,0.623,-1.408,-1.199,-22.703,1.096,-6.068,-1.580,0.782,2.413,2.512,0.677,-0.257,-2.170,11.055,2.322,1.080,1.188,1.507,1.710,0.160,-0.793,-0.055,0.389,1.619,1.707,0.431,0.431,1.002,0.971,0.927,1.001,1.040,0.583,-1.318,-0.595,-11.367,1.169,2.183,1.195,1.075,0.742,0.912,0.847,1.222,1.158,1.162,1.156,1.182,1.164,1.155,1.154,6.750,0.400,-0.088,-2.318,0.895,1.540,1.515,1.827,0.830,0.958,0.790,0.000,262.756,161.519
2010-12-30 14:00:00,1.749,7.442,2.526,1.631,0.505,0.485,-1.025,-1.254,-30.603,1.104,-5.766,-1.488,0.000,inf,4.103,0.239,-0.110,-2.271,12.901,2.316,1.050,1.190,1.479,1.707,0.174,-0.697,-0.053,0.378,1.610,1.702,0.449,0.449,1.002,0.971,0.926,1.001,1.040,0.490,-1.251,-0.652,-10.054,1.128,1.618,1.192,1.153,0.749,0.909,0.847,1.222,1.158,1.161,1.157,1.175,1.155,1.154,1.154,-85.800,0.266,0.171,-2.529,1.144,1.652,1.179,1.401,0.806,0.578,0.833,0.000,263.516,161.578
2010-12-30 14:30:00,1.758,7.471,2.611,1.640,0.522,-2.951,-1.799,-1.361,-177.308,1.094,-5.601,-1.445,-0.481,-0.662,2.763,-0.223,-0.322,-2.538,15.368,2.309,1.084,1.213,1.458,1.708,0.216,-0.600,-0.051,0.403,1.608,1.700,0.481,0.481,1.003,0.972,0.926,0.999,1.039,0.716,-1.236,-0.719,-9.793,1.099,1.541,1.635,1.223,0.743,0.912,0.848,1.222,1.158,1.161,1.163,1.175,1.148,1.161,1.165,-57.000,-0.078,-0.137,-2.761,1.602,1.446,1.431,1.526,-1.216,-0.814,-0.822,0.000,263.450,160.673
2010-12-30 15:00:00,1.772,7.547,2.673,1.653,0.535,-1.573,-2.025,-1.119,-50.857,1.199,-5.501,-1.444,-0.539,-0.335,1.041,-2.494,-0.423,-2.171,19.064,2.302,1.399,1.235,1.434,1.708,0.253,-0.503,-0.051,0.439,1.609,1.701,0.540,0.540,1.003,0.975,0.925,0.999,1.038,-45.750,-1.262,-0.773,-10.196,1.085,1.400,1.473,1.445,0.725,0.914,0.850,1.222,1.160,1.166,1.171,1.175,1.148,1.161,1.167,3.125,-2.482,-0.348,-2.387,1.796,1.035,1.213,1.587,-0.820,-0.712,-0.667,0.000,266.110,161.014
2010-12-30 15:30:00,1.771,7.541,2.528,1.652,0.506,-0.738,-3.699,-1.985,140.875,1.157,-5.491,-1.491,-0.479,-0.205,0.359,-2.950,-0.953,-4.014,24.419,2.295,1.581,1.236,1.399,1.707,0.259,-0.521,-0.052,0.505,1.607,1.699,0.629,0.629,1.002,0.978,0.925,0.998,1.038,-0.995,-1.390,-0.840,-11.500,1.080,0.879,1.153,1.600,0.690,0.904,0.847,1.214,1.161,1.166,1.175,1.165,1.156,1.169,1.177,-0.817,-0.590,-0.675,-4.473,1.355,0.767,1.030,1.444,-0.729,0.253,0.675,0.000,264.755,160.249
2010-12-31 09:30:00,1.770,7.514,1.205,1.645,0.241,-0.588,84.300,-1.927,8.281,0.935,-5.596,-1.541,-0.060,0.147,0.241,0.744,4.984,-3.968,28.296,2.292,1.645,1.219,1.384,1.701,0.129,-0.520,-0.052,0.485,1.604,1.697,0.676,0.676,1.003,0.979,0.924,0.998,1.037,-0.596,-1.442,-0.866,-13.114,1.070,0.838,1.133,1.516,0.693,0.899,0.846,1.209,1.164,1.166,1.175,1.165,1.168,1.170,1.170,-0.159,0.724,-0.691,-2.976,1.877,0.672,1.076,1.463,2.417,-2.636,1.218,0.000,261.434,158.885
2010-12-31 10:00:00,1.751,7.416,1.707,1.628,0.341,1.401,14.403,-1.975,8.202,0.875,-5.853,-1.654,0.613,0.330,0.325,5.970,2.338,-3.821,39.872,2.285,1.477,1.202,1.369,1.695,0.063,-0.524,-0.062,0.406,1.595,1.692,0.703,0.703,1.003,0.982,0.924,0.997,1.036,0.007,-1.555,-0.915,-17.788,1.037,0.832,1.128,1.411,0.713,0.893,0.839,1.203,1.164,1.168,1.176,1.165,1.165,1.165,1.165,-0.243,3.966,1.062,-3.272,1.572,0.841,1.292,1.557,2.374,-1.322,-2.667,0.000,259.204,159.261
2010-12-31 10:30:00,1.750,7.439,1.646,1.627,0.329,1.020,14.358,-2.475,8.454,0.714,-6.221,-1.830,0.997,0.362,-0.371,-0.243,2.477,-5.566,68.783,2.278,1.417,1.186,1.354,1.689,0.075,-0.563,-0.079,0.307,1.588,1.688,0.711,0.711,1.004,0.982,0.924,0.997,1.036,0.656,-1.827,-0.992,-35.353,1.019,0.847,0.978,1.368,0.720,0.899,0.840,1.202,1.164,1.170,1.166,1.165,1.165,1.165,1.162,4.324,-0.384,1.490,-5.011,1.491,1.442,1.430,1.768,0.148,-0.966,-0.202,0.000,259.964,159.779
2010-12-31 11:00:00,1.736,7.362,1.406,1.613,0.281,8.032,-6.315,-1.901,23.465,0.703,-6.494,-1.970,1.169,0.423,0.178,0.369,-1.649,-3.590,201.250,2.271,1.215,1.182,1.350,1.685,0.098,-0.601,-0.102,0.196,1.582,1.685,0.684,0.684,1.004,0.983,0.924,0.995,1.035,1.098,-2.095,-1.083,-123.000,0.986,0.507,0.878,1.337,0.713,0.901,0.838,1.199,1.166,1.171,1.148,1.165,1.165,1.165,1.163,0.521,0.428,-0.318,-3.422,1.010,1.323,1.669,1.777,0.555,6.340,-1.488,0.000,260.872,161.684
2010-12-31 11:30:00,1.737,7.362,1.966,1.614,0.393,6.423,-7.930,-1.713,24.036,0.736,-6.650,-2.058,6.552,0.652,0.200,0.404,-2.122,-3.165,-233.857,2.263,1.071,1.183,1.346,1.682,0.111,-0.690,-0.132,0.069,1.577,1.681,0.663,0.663,1.001,0.983,0.924,0.994,1.034,1.820,-2.352,-1.131,311.500,0.963,0.884,0.808,1.563,0.724,0.910,0.839,1.199,1.166,1.171,1.152,1.165,1.165,1.165,1.160,0.335,0.703,-0.438,-2.670,0.880,1.460,1.771,2.003,0.882,2.500,-1.724,0.000,260.806,161.578
2010-12-31 12:00:00,1.730,7.327,1.857,1.608,0.371,-1.099,-3.303,-1.423,-519.400,0.737,-6.740,-2.085,-0.601,1.306,0.369,0.749,-0.661,-2.458,-75.682,2.256,1.032,1.185,1.344,1.679,0.122,-0.813,-0.163,-0.075,1.571,1.678,0.638,0.638,0.999,0.983,0.922,0.994,1.034,6.048,-2.623,-1.173,89.571,0.935,1.031,0.774,1.501,0.724,0.911,0.839,1.194,1.163,1.157,1.145,1.165,1.165,1.165,1.151,0.475,0.715,-0.207,-2.124,0.798,1.198,1.494,1.898,-7.962,-0.025,0.586,0.000,261.946,162.884
2010-12-31 12:30:00,1.695,7.192,1.350,1.575,0.270,-0.464,-1.425,-1.192,-9.493,0.630,-6.567,-1.996,-0.084,248.000,0.212,0.001,-0.248,-1.810,-44.526,2.249,0.836,1.182,1.339,1.673,0.109,-0.847,-0.198,-0.212,1.554,1.669,0.578,0.578,0.995,0.983,0.922,0.993,1.034,-0.567,-2.627,-1.189,210.333,0.909,0.397,0.691,1.240,0.704,0.897,0.830,1.178,1.145,1.131,1.131,1.165,1.165,1.162,1.147,0.346,0.121,-0.019,-1.623,1.073,1.094,1.335,1.885,-0.394,-0.318,-0.239,0.000,260.592,165.459
2010-12-31 13:00:00,1.696,7.197,1.234,1.576,0.247,-0.529,-1.585,-1.248,-9.909,0.639,-6.300,-1.894,-0.057,-0.770,0.281,-0.406,-0.280,-1.905,-31.833,2.241,0.832,1.174,1.332,1.664,0.094,-0.843,-0.237,-0.344,1.530,1.655,0.512,0.512,0.991,0.981,0.921,0.992,1.033,-0.335,-2.563,-1.203,-212.000,0.875,0.318,0.663,1.095,0.700,0.891,0.827,1.173,1.140,1.126,1.126,1.165,1.165,1.163,1.138,0.444,-0.271,-0.013,-1.673,0.933,1.032,1.121,1.691,-0.359,-0.315,-2.022,0.000,260.757,165.436
2010-12-31 13:30:00,1.694,7.175,1.291,1.574,0.258,-0.559,-1.881,-1.422,-9.446,0.603,-6.134,-1.798,-0.172,-0.282,0.195,0.317,-0.378,-2.148,-24.943,2.233,0.825,1.172,1.324,1.657,0.069,-0.879,-0.275,-0.462,1.506,1.642,0.458,0.458,0.988,0.980,0.921,0.991,1.032,-0.377,-2.593,-1.216,-91.857,0.846,0.672,0.740,1.041,0.700,0.888,0.825,1.173,1.140,1.126,1.122,1.165,1.165,1.160,1.121,0.311,0.348,-0.071,-1.866,0.743,1.565,1.398,1.692,-0.437,0.401,-0.239,0.000,259.931,165.118
2010-12-31 14:00:00,1.701,7.211,1.219,1.581,0.244,-0.859,-1.930,-1.705,-11.543,0.704,-6.015,-1.731,-0.258,-0.147,0.067,0.235,-0.327,-2.461,-20.379,2.225,0.806,1.180,1.316,1.648,0.067,-1.019,-0.319,-0.566,1.482,1.629,0.412,0.412,0.985,0.979,0.921,0.990,1.031,-0.450,-2.767,-1.234,-64.900,0.817,0.770,0.767,0.975,0.690,0.864,0.822,1.173,1.140,1.126,1.121,1.165,1.165,1.148,1.126,0.253,-0.018,0.058,-2.122,0.699,1.967,1.023,1.297,-0.572,-0.008,-0.366,0.000,259.997,164.495
2010-12-31 14:30:00,1.706,7.225,1.143,1.585,0.229,-0.968,-2.856,-2.228,-16.400,0.755,-5.982,-1.689,-0.413,-0.121,0.516,-0.024,-0.583,-3.106,-17.308,2.217,0.794,1.188,1.293,1.639,0.042,-1.080,-0.385,-0.658,1.460,1.616,0.356,0.356,0.984,0.978,0.920,0.988,1.031,-0.748,-2.933,-1.289,-43.800,0.792,0.526,0.634,0.858,0.686,0.824,0.816,1.173,1.140,1.126,1.124,1.165,1.161,1.137,1.124,1.243,-0.194,-0.097,-2.682,0.650,1.616,1.004,1.424,-0.810,-1.464,-1.127,0.000,259.402,163.648
2010-12-31 15:00:00,1.696,7.204,1.145,1.576,0.229,-2.507,-5.939,-2.426,-21.016,0.699,-6.044,-1.666,-0.918,-0.147,0.150,0.980,-1.500,-3.311,-15.099,2.209,0.793,1.213,1.266,1.631,0.010,-1.060,-0.461,-0.740,1.443,1.605,0.301,0.301,0.984,0.976,0.919,0.987,1.030,-1.149,-3.182,-1.355,-35.158,0.767,0.764,0.680,0.772,0.702,0.812,0.814,1.173,1.134,1.126,1.125,1.159,1.154,1.121,1.118,-0.637,0.521,-0.541,-2.688,0.945,1.332,0.944,1.504,-0.652,-1.165,-0.936,0.000,257.617,163.425
2010-12-31 15:30:00,1.675,7.096,1.229,1.557,0.246,-1.490,-4.835,-2.597,-11.585,0.638,-6.124,-1.637,-1.790,-0.317,2.943,-8.723,-1.153,-3.479,-13.345,2.200,0.958,1.239,1.245,1.623,0.070,-1.040,-0.554,-0.820,1.431,1.597,0.239,0.239,0.984,0.972,0.919,0.986,1.029,-1.406,-3.357,-1.427,-26.231,0.732,1.254,0.921,0.782,0.710,0.808,0.812,1.173,1.126,1.122,1.122,1.143,1.138,1.103,1.103,-1.090,18.924,-0.681,-2.776,1.010,0.821,0.807,1.358,-0.703,-0.575,-0.297,0.000,256.015,164.424
2011-01-03 09:30:00,1.679,7.134,1.123,1.561,0.225,-0.053,-1.802,-1.212,-8.551,0.645,-6.087,-1.538,-1.243,-0.392,0.713,0.948,-0.316,-1.544,-12.628,2.195,1.166,1.203,1.221,1.615,0.186,-1.040,-0.557,-0.815,1.423,1.592,0.230,0.230,0.986,0.970,0.919,0.985,1.028,-0.917,-3.108,-1.397,-19.194,0.725,1.365,0.959,0.784,0.729,0.806,0.793,1.167,1.120,1.113,1.111,1.143,1.135,1.103,1.103,1.061,1.649,-0.107,-1.445,1.058,0.449,0.618,1.325,3.490,-3.048,-13.250,0.000,260.823,167.094
2011-01-03 10:00:00,1.684,7.152,1.118,1.565,0.224,0.124,-1.543,-1.296,-7.022,0.657,-5.955,-1.382,-0.280,-0.576,-0.093,5.057,-0.235,-1.648,-11.428,2.186,1.159,1.144,1.185,1.602,0.202,-1.026,-0.564,-0.805,1.406,1.581,0.227,0.227,0.988,0.969,0.919,0.984,1.027,-0.238,-2.612,-1.336,-12.172,0.711,0.957,1.011,0.751,0.741,0.796,0.783,1.157,1.120,1.111,1.111,1.143,1.135,1.103,1.107,0.156,3.572,-0.027,-1.455,1.005,0.576,0.824,1.422,1.241,-1.243,0.734,0.000,260.443,166.365
2011-01-03 10:30:00,1.709,7.239,1.585,1.589,0.317,0.425,-0.195,-1.201,-7.559,0.686,-5.780,-1.238,0.240,-0.811,1.054,-0.802,0.332,-1.585,-10.457,2.177,1.158,1.097,1.154,1.591,0.270,-0.950,-0.569,-0.777,1.391,1.571,0.260,0.260,0.991,0.967,0.919,0.982,1.027,0.085,-2.098,-1.277,-8.852,0.700,1.509,1.054,0.810,0.731,0.796,0.782,1.154,1.123,1.123,1.125,1.143,1.132,1.103,1.115,4.376,-1.590,0.716,-1.442,1.157,0.853,1.168,1.638,-2.451,4.471,-1.322,0.000,263.632,165.918
2011-01-03 11:00:00,1.705,7.239,1.840,1.585,0.368,0.419,-0.441,-1.137,-8.632,0.689,-5.594,-1.115,1.062,-0.626,0.442,-1.538,0.313,-1.523,-9.611,2.168,1.218,1.066,1.138,1.583,0.311,-0.873,-0.565,-0.743,1.384,1.565,0.318,0.318,0.993,0.966,0.919,0.982,1.027,0.265,-1.734,-1.209,-7.313,0.702,2.425,1.187,0.863,0.731,0.800,0.781,1.154,1.126,1.126,1.131,1.143,1.119,1.103,1.122,0.681,-1.319,0.838,-1.327,1.494,0.905,1.482,1.736,-2.303,1.048,-17.412,0.000,263.566,166.259
2011-01-03 11:30:00,1.712,7.252,1.896,1.592,0.379,0.532,-0.315,-1.257,-9.535,0.696,-5.432,-1.040,1.905,-0.135,0.940,0.054,0.365,-1.645,-8.910,2.158,1.239,1.047,1.126,1.582,0.307,-0.792,-0.559,-0.708,1.383,1.563,0.352,0.352,0.995,0.965,0.919,0.980,1.026,0.333,-1.494,-1.179,-6.586,0.695,2.382,1.556,0.806,0.728,0.802,0.777,1.154,1.126,1.126,1.131,1.143,1.114,1.103,1.129,1.728,0.175,0.728,-1.520,1.344,1.033,1.503,2.002,-2.337,0.428,6.618,0.000,264.012,165.871
2011-01-03 12:00:00,1.721,7.287,2.051,1.600,0.410,0.812,-0.333,-1.267,-8.044,0.714,-5.253,-0.973,3.588,0.993,1.393,-0.781,0.309,-1.671,-8.281,2.149,1.261,1.038,1.113,1.583,0.351,-0.670,-0.554,-0.660,1.388,1.564,0.398,0.398,1.000,0.965,0.920,0.979,1.025,0.401,-1.288,-1.158,-6.041,0.695,2.550,1.556,0.827,0.732,0.798,0.775,1.154,1.130,1.130,1.138,1.143,1.106,1.107,1.129,2.794,-0.667,0.624,-1.432,1.107,1.143,1.324,1.917,0.438,-0.206,0.781,0.000,265.301,165.824
2011-01-03 12:30:00,1.715,7.265,2.024,1.595,0.405,7.121,-0.366,-1.268,-8.049,0.666,-5.074,-0.941,5.262,1.997,1.282,-0.030,0.228,-1.715,-7.774,2.140,1.525,1.043,1.104,1.586,0.341,-0.545,-0.547,-0.610,1.398,1.568,0.436,0.436,1.004,0.966,0.919,0.977,1.024,0.697,-1.194,-1.161,-5.866,0.691,1.800,1.596,0.936,0.743,0.802,0.774,1.154,1.130,1.132,1.138,1.143,1.103,1.117,1.136,1.887,1.071,0.346,-1.408,1.380,1.287,1.266,1.979,0.338,-0.385,0.381,0.000,264.475,165.847
2011-01-03 13:00:00,1.718,7.293,1.918,1.597,0.384,30.857,-0.228,-1.059,-8.354,0.648,-4.886,-0.920,8.298,3.307,1.546,1.750,0.227,-1.479,-7.313,2.130,1.577,1.051,1.103,1.591,0.344,-0.417,-0.549,-0.570,1.410,1.573,0.489,0.489,1.007,0.968,0.920,0.977,1.023,3.612,-1.105,-1.159,-5.891,0.697,0.960,1.653,0.982,0.748,0.797,0.770,1.154,1.130,1.135,1.136,1.143,1.103,1.124,1.138,2.318,1.697,0.341,-1.221,1.502,1.293,1.195,1.757,0.350,-0.399,-0.536,0.000,264.326,165.518
2011-01-03 13:30:00,1.720,7.311,1.784,1.599,0.357,-122.000,0.181,-1.212,-8.163,0.677,-4.665,-0.894,-350.333,4.486,1.630,0.708,0.467,-1.697,-6.884,2.120,1.559,1.049,1.105,1.593,0.341,-0.272,-0.553,-0.524,1.420,1.577,0.545,0.545,1.008,0.970,0.920,0.976,1.022,-12.882,-0.943,-1.149,-5.765,0.700,0.627,1.349,0.971,0.726,0.792,0.769,1.154,1.130,1.135,1.138,1.143,1.103,1.136,1.140,3.032,1.519,0.619,-1.422,1.975,1.532,1.488,1.737,0.635,0.242,0.194,0.000,263.962,165.095
2011-01-03 14:00:00,1.724,7.329,1.770,1.603,0.354,5.633,0.210,-1.201,-8.069,0.679,-4.467,-0.862,-5.796,9.196,1.722,0.393,0.503,-1.652,-6.531,2.110,1.584,1.036,1.112,1.596,0.347,-0.125,-0.558,-0.479,1.431,1.582,0.595,0.595,1.008,0.971,0.920,0.974,1.021,58.250,-0.774,-1.130,-5.669,0.697,0.696,1.084,1.051,0.713,0.793,0.767,1.154,1.130,1.138,1.138,1.143,1.103,1.136,1.140,6.616,0.314,0.674,-1.320,1.806,2.706,1.165,1.327,0.304,-0.144,0.071,0.000,264.557,165.071
2011-01-03 14:30:00,1.726,7.314,2.062,1.605,0.412,2.619,0.138,-1.135,-7.384,0.943,-4.298,-0.803,-4.205,-41.200,1.158,13.308,0.448,-1.613,-6.219,2.100,1.634,1.046,1.126,1.599,0.383,0.023,-0.502,-0.416,1.444,1.588,0.658,0.658,1.008,0.973,0.920,0.974,1.020,4.319,-0.608,-1.085,-5.525,0.706,2.306,1.182,1.278,0.725,0.805,0.769,1.154,1.135,1.143,1.148,1.143,1.103,1.140,1.139,3.098,-2.757,0.601,-1.427,1.353,2.467,1.210,1.455,0.331,-0.575,-0.558,0.000,265.202,165.224
2011-01-03 15:00:00,1.732,7.354,2.157,1.611,0.431,3.033,0.245,-1.109,-7.198,0.983,-4.115,-0.717,-10.276,-4.942,0.951,2.076,0.492,-1.614,-5.939,2.090,1.592,1.076,1.145,1.602,0.401,0.157,-0.447,-0.352,1.458,1.594,0.725,0.725,1.008,0.975,0.920,0.972,1.020,2.658,-0.428,-1.022,-5.255,0.721,2.191,1.055,1.417,0.731,0.810,0.770,1.154,1.136,1.143,1.144,1.143,1.100,1.140,1.139,2.550,-0.210,0.681,-1.496,1.349,2.072,1.214,1.558,0.274,-0.770,-0.544,0.000,266.639,165.542
2011-01-03 15:30:00,1.753,7.448,2.417,1.630,0.483,5.462,0.358,-0.696,-4.965,1.082,-3.927,-0.592,9.110,-3.000,1.322,2.814,0.533,-1.085,-5.674,2.080,1.392,1.178,1.199,1.612,0.499,0.284,-0.366,-0.321,1.477,1.603,0.808,0.808,1.007,0.979,0.921,0.971,1.019,3.271,-0.242,-0.919,-4.968,0.747,1.350,1.125,1.601,0.753,0.821,0.771,1.155,1.155,1.159,1.159,1.143,1.122,1.140,1.140,2.474,1.121,0.764,-1.195,1.593,2.124,1.422,1.502,0.246,0.050,-0.065,0.000,271.266,166.412
2011-01-04 09:30:00,1.782,7.557,4.314,1.657,0.863,-10.518,1.026,-0.813,-5.062,1.044,-3.847,-0.535,9.717,-4.657,1.757,452.333,1.001,-1.290,-5.555,2.075,1.967,1.223,1.223,1.618,0.649,0.288,-0.366,-0.321,1.490,1.609,0.849,0.849,1.007,0.980,0.920,0.971,1.019,5.514,-0.151,-0.899,-4.829,0.760,1.400,1.168,1.684,0.762,0.823,0.771,1.173,1.175,1.177,1.177,1.143,1.122,1.140,1.144,1.408,2.795,1.406,-1.339,2.465,1.005,1.078,1.428,0.723,-9.051,4.000,0.000,275.248,166.118
2011-01-04 10:00:00,1.777,7.543,4.292,1.653,0.858,-124.286,0.769,-0.835,-4.825,1.013,-3.724,-0.421,9.380,-27.194,2.030,-50.483,0.905,-1.373,-5.324,2.064,2.569,1.296,1.261,1.629,0.633,0.307,-0.365,-0.321,1.518,1.622,0.909,0.909,1.008,0.985,0.921,0.970,1.018,36.040,-0.003,-0.879,-4.665,0.778,1.389,1.154,1.867,0.769,0.824,0.770,1.175,1.179,1.179,1.179,1.143,1.128,1.138,1.156,1.221,-12.034,1.451,-1.639,2.515,1.225,1.311,1.541,-3.100,-2.348,0.944,0.000,274.818,166.282
2011-01-04 10:30:00,1.763,7.491,4.113,1.639,0.823,12.977,0.349,-1.036,-4.681,0.934,-3.581,-0.320,8.146,12.674,1.885,-2.910,0.548,-1.732,-5.110,2.054,2.884,1.346,1.295,1.637,0.596,0.319,-0.361,-0.312,1.542,1.634,0.938,0.938,1.010,0.989,0.922,0.969,1.017,99.625,0.086,-0.859,-4.469,0.794,1.304,1.261,1.856,0.787,0.838,0.771,1.175,1.179,1.179,1.179,1.143,1.136,1.139,1.171,1.046,-1.930,0.701,-2.017,2.604,1.118,1.420,1.713,1.907,4.341,-5.930,0.000,272.852,166.424
2011-01-04 11:00:00,1.754,7.443,3.868,1.632,0.774,-154.333,0.277,-0.937,-4.372,0.867,-3.443,-0.244,5.542,6.429,3.126,7.883,0.578,-1.472,-4.904,2.044,3.026,1.378,1.313,1.641,0.560,0.324,-0.355,-0.307,1.564,1.644,0.958,0.958,1.011,0.992,0.921,0.969,1.016,18.636,0.130,-0.844,-4.236,0.807,1.144,1.207,1.803,0.804,0.844,0.772,1.175,1.178,1.178,1.174,1.143,1.136,1.143,1.162,2.129,7.034,0.781,-1.568,3.319,1.323,1.684,1.779,-4.068,2.521,-15.050,0.000,271.216,166.224
